;Actor;Sex;Emotion;Intensity;Statement;Reps;File;No. Samples;Duration;Hurst Exponent;Sample Rate
348;Actor_06;Woman;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-06.wav;94911;4.304353741496598;0.5292228;22050.0
349;Actor_06;Woman;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-06.wav;86817;3.937278911564626;0.39733297;22050.0
350;Actor_06;Woman;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-06.wav;89024;4.037369614512472;0.63510704;22050.0
351;Actor_06;Woman;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-06.wav;87553;3.970657596371882;0.78566206;22050.0
352;Actor_06;Woman;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-06.wav;71367;3.2365986394557824;0.5412459;22050.0
353;Actor_06;Woman;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-06.wav;71367;3.2365986394557824;0.45719483;22050.0
354;Actor_06;Woman;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-06.wav;70631;3.2032199546485263;0.6279921;22050.0
355;Actor_06;Woman;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-06.wav;69159;3.136462585034013;0.7393185;22050.0
356;Actor_06;Woman;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-06.wav;71367;3.2365986394557824;0.48181087;22050.0
357;Actor_06;Woman;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-06.wav;74310;3.3700680272108845;0.69383556;22050.0
358;Actor_06;Woman;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-06.wav;72839;3.3033560090702947;0.6223166;22050.0
359;Actor_06;Woman;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-06.wav;70631;3.2032199546485263;0.48216307;22050.0
360;Actor_07;Man;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-07.wav;86082;3.903945578231293;0.55078614;22050.0
361;Actor_07;Man;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-07.wav;83875;3.803854875283447;0.6868566;22050.0
362;Actor_07;Man;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-07.wav;91231;4.1374603174603175;0.46945286;22050.0
363;Actor_07;Man;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-07.wav;82403;3.737097505668934;0.6255533;22050.0
364;Actor_07;Man;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-07.wav;76517;3.47015873015873;0.6707094;22050.0
365;Actor_07;Man;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-07.wav;82403;3.737097505668934;0.5942111;22050.0
366;Actor_07;Man;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-07.wav;77253;3.5035374149659866;0.8109085;22050.0
367;Actor_07;Man;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-07.wav;77989;3.5369160997732427;0.69730127;22050.0
368;Actor_07;Man;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-07.wav;88289;4.004036281179138;0.63296205;22050.0
369;Actor_07;Man;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-07.wav;85346;3.870566893424036;0.5174776;22050.0
370;Actor_07;Man;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-07.wav;94175;4.270975056689342;0.5118866;22050.0
371;Actor_07;Man;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-07.wav;90496;4.104126984126984;0.5535861;22050.0
372;Actor_07;Man;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-07.wav;77253;3.5035374149659866;0.74998766;22050.0
373;Actor_07;Man;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-07.wav;76517;3.47015873015873;0.6148059;22050.0
374;Actor_07;Man;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-07.wav;75045;3.4034013605442177;0.6922753;22050.0
375;Actor_07;Man;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-07.wav;75045;3.4034013605442177;0.6922753;22050.0
376;Actor_07;Man;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-07.wav;90496;4.104126984126984;0.7634924;22050.0
377;Actor_07;Man;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-07.wav;89024;4.037369614512472;0.6463345;22050.0
378;Actor_07;Man;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-07.wav;89025;4.037414965986395;0.6567898;22050.0
379;Actor_07;Man;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-07.wav;84610;3.83718820861678;0.7724844;22050.0
380;Actor_07;Man;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-07.wav;77989;3.5369160997732427;0.5126371;22050.0
381;Actor_07;Man;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-07.wav;79460;3.603628117913832;0.67368;22050.0
382;Actor_07;Man;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-07.wav;77989;3.5369160997732427;0.5494691;22050.0
383;Actor_07;Man;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-07.wav;85345;3.870521541950113;0.50678045;22050.0
384;Actor_07;Man;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-07.wav;86817;3.937278911564626;0.4062291;22050.0
385;Actor_07;Man;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-07.wav;84610;3.83718820861678;0.73459494;22050.0
386;Actor_07;Man;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-07.wav;80196;3.637006802721088;0.7008746;22050.0
387;Actor_07;Man;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-07.wav;84610;3.83718820861678;0.585701;22050.0
388;Actor_07;Man;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-07.wav;88289;4.004036281179138;0.72941405;22050.0
389;Actor_07;Man;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-07.wav;87553;3.970657596371882;0.79631644;22050.0
390;Actor_07;Man;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-07.wav;88289;4.004036281179138;0.49788544;22050.0
391;Actor_07;Man;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-07.wav;88289;4.004036281179138;0.5605128;22050.0
392;Actor_07;Man;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-07.wav;79460;3.603628117913832;0.8278424;22050.0
393;Actor_07;Man;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-07.wav;88289;4.004036281179138;0.8522858;22050.0
394;Actor_07;Man;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-07.wav;84610;3.83718820861678;0.8025078;22050.0
395;Actor_07;Man;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-07.wav;95646;4.337687074829932;0.780658;22050.0
396;Actor_07;Man;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-07.wav;75781;3.436780045351474;0.7840138;22050.0
397;Actor_07;Man;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-07.wav;77253;3.5035374149659866;0.6344016;22050.0
398;Actor_07;Man;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-07.wav;75781;3.436780045351474;0.588983;22050.0
399;Actor_07;Man;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-07.wav;74310;3.3700680272108845;0.3758365;22050.0
400;Actor_07;Man;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-07.wav;80196;3.637006802721088;0.4860842;22050.0
401;Actor_07;Man;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-07.wav;76517;3.47015873015873;0.6289035;22050.0
402;Actor_07;Man;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-07.wav;75045;3.4034013605442177;0.52896565;22050.0
403;Actor_07;Man;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-07.wav;77253;3.5035374149659866;0.6446964;22050.0
404;Actor_07;Man;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-07.wav;77988;3.53687074829932;0.4870184;22050.0
405;Actor_07;Man;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-07.wav;77253;3.5035374149659866;0.53638107;22050.0
406;Actor_07;Man;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-07.wav;75781;3.436780045351474;0.71951765;22050.0
407;Actor_07;Man;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-07.wav;77988;3.53687074829932;0.5367607;22050.0
408;Actor_07;Man;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-07.wav;91232;4.13750566893424;0.68947;22050.0
409;Actor_07;Man;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-07.wav;97117;4.404399092970522;0.7177705;22050.0
410;Actor_07;Man;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-07.wav;91231;4.1374603174603175;0.7125349;22050.0
411;Actor_07;Man;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-07.wav;105210;4.771428571428571;0.51353306;22050.0
412;Actor_07;Man;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-07.wav;76517;3.47015873015873;0.5636109;22050.0
413;Actor_07;Man;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-07.wav;77989;3.5369160997732427;0.5447487;22050.0
414;Actor_07;Man;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-07.wav;75781;3.436780045351474;0.66080356;22050.0
415;Actor_07;Man;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-07.wav;75781;3.436780045351474;0.6934963;22050.0
416;Actor_07;Man;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-07.wav;85346;3.870566893424036;0.5997212;22050.0
417;Actor_07;Man;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-07.wav;80195;3.6369614512471657;0.51873827;22050.0
418;Actor_07;Man;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-07.wav;75781;3.436780045351474;0.53497285;22050.0
419;Actor_07;Man;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-07.wav;76517;3.47015873015873;0.5494856;22050.0
420;Actor_08;Woman;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-08.wav;77253;3.5035374149659866;0.8167981;22050.0
421;Actor_08;Woman;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-08.wav;80196;3.637006802721088;0.7757289;22050.0
422;Actor_08;Woman;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-08.wav;77988;3.53687074829932;0.77133;22050.0
423;Actor_08;Woman;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-08.wav;77253;3.5035374149659866;0.80195177;22050.0
424;Actor_08;Woman;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-08.wav;79460;3.603628117913832;0.78506786;22050.0
425;Actor_08;Woman;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-08.wav;75046;3.4034467120181406;0.8166338;22050.0
426;Actor_08;Woman;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-08.wav;76517;3.47015873015873;0.8060697;22050.0
427;Actor_08;Woman;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-08.wav;76517;3.47015873015873;0.7911748;22050.0
428;Actor_08;Woman;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-08.wav;80195;3.6369614512471657;0.7714949;22050.0
429;Actor_08;Woman;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-08.wav;82403;3.737097505668934;0.76199776;22050.0
430;Actor_08;Woman;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-08.wav;80931;3.670340136054422;0.7567535;22050.0
431;Actor_08;Woman;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-08.wav;83875;3.803854875283447;0.7604316;22050.0
432;Actor_08;Woman;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-08.wav;77253;3.5035374149659866;0.7649824;22050.0
433;Actor_08;Woman;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-08.wav;75781;3.436780045351474;0.77594733;22050.0
434;Actor_08;Woman;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-08.wav;76517;3.47015873015873;0.79441327;22050.0
435;Actor_08;Woman;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-08.wav;75781;3.436780045351474;0.78058094;22050.0
436;Actor_08;Woman;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-08.wav;83138;3.7704308390022674;0.7333973;22050.0
437;Actor_08;Woman;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-08.wav;86081;3.9039002267573695;0.8015023;22050.0
438;Actor_08;Woman;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-08.wav;84610;3.83718820861678;0.70115364;22050.0
439;Actor_08;Woman;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-08.wav;86817;3.937278911564626;0.69574565;22050.0
440;Actor_08;Woman;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-08.wav;92703;4.20421768707483;0.7838185;22050.0
441;Actor_08;Woman;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-08.wav;85345;3.870521541950113;0.8037646;22050.0
442;Actor_08;Woman;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-08.wav;78725;3.570294784580499;0.80315495;22050.0
443;Actor_08;Woman;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-08.wav;79460;3.603628117913832;0.83284116;22050.0
444;Actor_08;Woman;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-08.wav;83138;3.7704308390022674;0.7208159;22050.0
445;Actor_08;Woman;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-08.wav;86817;3.937278911564626;0.76115483;22050.0
446;Actor_08;Woman;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-08.wav;80931;3.670340136054422;0.78036314;22050.0
447;Actor_08;Woman;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-08.wav;81667;3.703718820861678;0.7207263;22050.0
448;Actor_08;Woman;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-08.wav;81667;3.703718820861678;0.79670686;22050.0
449;Actor_08;Woman;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-08.wav;79460;3.603628117913832;0.8049854;22050.0
450;Actor_08;Woman;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-08.wav;77989;3.5369160997732427;0.7952004;22050.0
451;Actor_08;Woman;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-08.wav;78724;3.570249433106576;0.8014881;22050.0
452;Actor_08;Woman;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-08.wav;87553;3.970657596371882;0.79380774;22050.0
453;Actor_08;Woman;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-08.wav;83139;3.7704761904761903;0.75086313;22050.0
454;Actor_08;Woman;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-08.wav;79460;3.603628117913832;0.77379274;22050.0
455;Actor_08;Woman;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-08.wav;80195;3.6369614512471657;0.7801321;22050.0
456;Actor_08;Woman;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-08.wav;87553;3.970657596371882;0.6981476;22050.0
457;Actor_08;Woman;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-08.wav;80931;3.670340136054422;0.8193469;22050.0
458;Actor_08;Woman;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-08.wav;83139;3.7704761904761903;0.65682656;22050.0
459;Actor_08;Woman;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-08.wav;80931;3.670340136054422;0.7574614;22050.0
460;Actor_08;Woman;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-08.wav;87553;3.970657596371882;0.81445193;22050.0
461;Actor_08;Woman;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-08.wav;86081;3.9039002267573695;0.8531655;22050.0
462;Actor_08;Woman;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-08.wav;85345;3.870521541950113;0.837644;22050.0
463;Actor_08;Woman;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-08.wav;86817;3.937278911564626;0.81736255;22050.0
464;Actor_08;Woman;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-08.wav;86081;3.9039002267573695;0.7901015;22050.0
465;Actor_08;Woman;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-08.wav;80931;3.670340136054422;0.76832044;22050.0
466;Actor_08;Woman;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-08.wav;86817;3.937278911564626;0.74684316;22050.0
467;Actor_08;Woman;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-08.wav;84610;3.83718820861678;0.8037289;22050.0
468;Actor_08;Woman;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-08.wav;89760;4.070748299319728;0.76708746;22050.0
469;Actor_08;Woman;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-08.wav;83139;3.7704761904761903;0.70922005;22050.0
470;Actor_08;Woman;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-08.wav;82403;3.737097505668934;0.7956525;22050.0
471;Actor_08;Woman;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-08.wav;85345;3.870521541950113;0.7840738;22050.0
472;Actor_08;Woman;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-08.wav;81667;3.703718820861678;0.786596;22050.0
473;Actor_08;Woman;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-08.wav;83874;3.803809523809524;0.79073375;22050.0
474;Actor_08;Woman;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-08.wav;83139;3.7704761904761903;0.7952629;22050.0
475;Actor_08;Woman;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-08.wav;77989;3.5369160997732427;0.80304575;22050.0
476;Actor_08;Woman;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-08.wav;84610;3.83718820861678;0.7769737;22050.0
477;Actor_08;Woman;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-08.wav;81667;3.703718820861678;0.7750401;22050.0
478;Actor_08;Woman;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-08.wav;83874;3.803809523809524;0.8171677;22050.0
479;Actor_08;Woman;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-08.wav;85346;3.870566893424036;0.7650882;22050.0
480;Actor_09;Man;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-09.wav;72103;3.2699773242630386;0.81516325;22050.0
481;Actor_09;Man;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-09.wav;70631;3.2032199546485263;0.740889;22050.0
482;Actor_09;Man;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-09.wav;73574;3.336689342403628;0.72489077;22050.0
483;Actor_09;Man;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-09.wav;71367;3.2365986394557824;0.7538703;22050.0
484;Actor_09;Man;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-09.wav;73574;3.336689342403628;0.72754425;22050.0
485;Actor_09;Man;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-09.wav;73574;3.336689342403628;0.69805866;22050.0
486;Actor_09;Man;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-09.wav;76517;3.47015873015873;0.64020437;22050.0
487;Actor_09;Man;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-09.wav;78724;3.570249433106576;0.79902494;22050.0
488;Actor_09;Man;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-09.wav;73574;3.336689342403628;0.79217917;22050.0
489;Actor_09;Man;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-09.wav;75781;3.436780045351474;0.7466337;22050.0
490;Actor_09;Man;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-09.wav;83874;3.803809523809524;0.67182344;22050.0
491;Actor_09;Man;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-09.wav;80196;3.637006802721088;0.6694244;22050.0
492;Actor_09;Man;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-09.wav;73574;3.336689342403628;0.6475556;22050.0
493;Actor_09;Man;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-09.wav;77988;3.53687074829932;0.7768303;22050.0
494;Actor_09;Man;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-09.wav;72838;3.303310657596372;0.69296014;22050.0
495;Actor_09;Man;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-09.wav;76517;3.47015873015873;0.6130493;22050.0
496;Actor_09;Man;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-09.wav;83139;3.7704761904761903;0.61482435;22050.0
497;Actor_09;Man;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-09.wav;91967;4.170839002267574;0.5114332;22050.0
498;Actor_09;Man;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-09.wav;78725;3.570294784580499;0.71170676;22050.0
499;Actor_09;Man;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-09.wav;78724;3.570249433106576;0.54880977;22050.0
500;Actor_09;Man;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-09.wav;72103;3.2699773242630386;0.78930473;22050.0
501;Actor_09;Man;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-09.wav;75781;3.436780045351474;0.6959245;22050.0
502;Actor_09;Man;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-09.wav;75045;3.4034013605442177;0.6518232;22050.0
503;Actor_09;Man;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-09.wav;75046;3.4034467120181406;0.7432252;22050.0
504;Actor_09;Man;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-09.wav;86817;3.937278911564626;0.5844549;22050.0
505;Actor_09;Man;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-09.wav;86081;3.9039002267573695;0.59529686;22050.0
506;Actor_09;Man;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-09.wav;80196;3.637006802721088;0.65754306;22050.0
507;Actor_09;Man;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-09.wav;85346;3.870566893424036;0.609872;22050.0
508;Actor_09;Man;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-09.wav;78724;3.570249433106576;0.64214134;22050.0
509;Actor_09;Man;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-09.wav;78725;3.570294784580499;0.76769483;22050.0
510;Actor_09;Man;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-09.wav;82403;3.737097505668934;0.7827715;22050.0
511;Actor_09;Man;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-09.wav;77989;3.5369160997732427;0.76754487;22050.0
512;Actor_09;Man;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-09.wav;83875;3.803854875283447;0.84826547;22050.0
513;Actor_09;Man;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-09.wav;83139;3.7704761904761903;0.7844013;22050.0
514;Actor_09;Man;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-09.wav;96382;4.3710657596371885;0.79534143;22050.0
515;Actor_09;Man;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-09.wav;87553;3.970657596371882;0.82085717;22050.0
516;Actor_09;Man;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-09.wav;69895;3.1698412698412697;0.70097405;22050.0
517;Actor_09;Man;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-09.wav;69895;3.1698412698412697;0.7592104;22050.0
518;Actor_09;Man;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-09.wav;69160;3.1365079365079365;0.86316234;22050.0
519;Actor_09;Man;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-09.wav;69159;3.136462585034013;0.7436673;22050.0
520;Actor_09;Man;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-09.wav;71367;3.2365986394557824;0.7860686;22050.0
521;Actor_09;Man;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-09.wav;72103;3.2699773242630386;0.6939669;22050.0
522;Actor_09;Man;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-09.wav;71367;3.2365986394557824;0.64526206;22050.0
523;Actor_09;Man;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-09.wav;71367;3.2365986394557824;0.6607525;22050.0
524;Actor_09;Man;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-09.wav;75045;3.4034013605442177;0.6228876;22050.0
525;Actor_09;Man;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-09.wav;77253;3.5035374149659866;0.56146944;22050.0
526;Actor_09;Man;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-09.wav;76517;3.47015873015873;0.65599257;22050.0
527;Actor_09;Man;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-09.wav;75045;3.4034013605442177;0.6188351;22050.0
528;Actor_09;Man;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-09.wav;80196;3.637006802721088;0.56391674;22050.0
529;Actor_09;Man;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-09.wav;77988;3.53687074829932;0.55644435;22050.0
530;Actor_09;Man;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-09.wav;78724;3.570249433106576;0.58187556;22050.0
531;Actor_09;Man;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-09.wav;79460;3.603628117913832;0.56516457;22050.0
532;Actor_09;Man;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-09.wav;67688;3.069750566893424;0.85889;22050.0
533;Actor_09;Man;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-09.wav;73574;3.336689342403628;0.61104524;22050.0
534;Actor_09;Man;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-09.wav;75781;3.436780045351474;0.78569734;22050.0
535;Actor_09;Man;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-09.wav;75781;3.436780045351474;0.6088742;22050.0
536;Actor_09;Man;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-09.wav;72838;3.303310657596372;0.63346565;22050.0
537;Actor_09;Man;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-09.wav;72103;3.2699773242630386;0.7901325;22050.0
538;Actor_09;Man;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-09.wav;75045;3.4034013605442177;0.6757679;22050.0
539;Actor_09;Man;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-09.wav;75781;3.436780045351474;0.69168067;22050.0
540;Actor_10;Woman;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-10.wav;77989;3.5369160997732427;0.66214854;22050.0
