;Actor;Sex;Emotion;Intensity;Statement;Reps;File;No. Samples;Duration;Sample Entropy;Sample Rate
357;Actor_06;Woman;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-06.wav;74310;3.3700680272108845;0.0041793957;22050.0
358;Actor_06;Woman;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-06.wav;72839;3.3033560090702947;0.0026389465;22050.0
359;Actor_06;Woman;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-06.wav;70631;3.2032199546485263;0.0029441959;22050.0
360;Actor_07;Man;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-07.wav;86082;3.903945578231293;0.006413952;22050.0
361;Actor_07;Man;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-07.wav;83875;3.803854875283447;0.006510969;22050.0
362;Actor_07;Man;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-07.wav;91231;4.1374603174603175;0.004500988;22050.0
363;Actor_07;Man;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-07.wav;82403;3.737097505668934;0.0050919782;22050.0
364;Actor_07;Man;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-07.wav;76517;3.47015873015873;0.005917858;22050.0
365;Actor_07;Man;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-07.wav;82403;3.737097505668934;0.0055960235;22050.0
366;Actor_07;Man;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-07.wav;77253;3.5035374149659866;0.0051358445;22050.0
367;Actor_07;Man;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-07.wav;77989;3.5369160997732427;0.0043596416;22050.0
368;Actor_07;Man;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-07.wav;88289;4.004036281179138;0.018085483;22050.0
369;Actor_07;Man;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-07.wav;85346;3.870566893424036;0.016593812;22050.0
370;Actor_07;Man;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-07.wav;94175;4.270975056689342;0.0071805497;22050.0
371;Actor_07;Man;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-07.wav;90496;4.104126984126984;0.005862878;22050.0
372;Actor_07;Man;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-07.wav;77253;3.5035374149659866;0.0055115796;22050.0
373;Actor_07;Man;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-07.wav;76517;3.47015873015873;0.0047124373;22050.0
374;Actor_07;Man;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-07.wav;75045;3.4034013605442177;0.0028193742;22050.0
375;Actor_07;Man;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-07.wav;75045;3.4034013605442177;0.0028193742;22050.0
376;Actor_07;Man;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-07.wav;90496;4.104126984126984;0.0050702402;22050.0
377;Actor_07;Man;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-07.wav;89024;4.037369614512472;0.006646913;22050.0
378;Actor_07;Man;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-07.wav;89025;4.037414965986395;0.006740666;22050.0
379;Actor_07;Man;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-07.wav;84610;3.83718820861678;0.0043069148;22050.0
380;Actor_07;Man;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-07.wav;77989;3.5369160997732427;0.007159914;22050.0
381;Actor_07;Man;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-07.wav;79460;3.603628117913832;0.0065256795;22050.0
382;Actor_07;Man;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-07.wav;77989;3.5369160997732427;0.0061863903;22050.0
383;Actor_07;Man;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-07.wav;85345;3.870521541950113;0.004367259;22050.0
384;Actor_07;Man;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-07.wav;86817;3.937278911564626;0.013286127;22050.0
385;Actor_07;Man;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-07.wav;84610;3.83718820861678;0.012974521;22050.0
386;Actor_07;Man;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-07.wav;80196;3.637006802721088;0.007354153;22050.0
387;Actor_07;Man;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-07.wav;84610;3.83718820861678;0.005792036;22050.0
388;Actor_07;Man;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-07.wav;88289;4.004036281179138;0.0054893764;22050.0
389;Actor_07;Man;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-07.wav;87553;3.970657596371882;0.00583366;22050.0
390;Actor_07;Man;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-07.wav;88289;4.004036281179138;0.00595081;22050.0
391;Actor_07;Man;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-07.wav;88289;4.004036281179138;0.0061057704;22050.0
392;Actor_07;Man;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-07.wav;79460;3.603628117913832;0.004381882;22050.0
393;Actor_07;Man;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-07.wav;88289;4.004036281179138;0.0066614966;22050.0
394;Actor_07;Man;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-07.wav;84610;3.83718820861678;0.0044761524;22050.0
395;Actor_07;Man;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-07.wav;95646;4.337687074829932;0.0045213685;22050.0
396;Actor_07;Man;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-07.wav;75781;3.436780045351474;0.0055411565;22050.0
397;Actor_07;Man;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-07.wav;77253;3.5035374149659866;0.006232062;22050.0
398;Actor_07;Man;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-07.wav;75781;3.436780045351474;0.0032939631;22050.0
399;Actor_07;Man;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-07.wav;74310;3.3700680272108845;0.0032855507;22050.0
400;Actor_07;Man;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-07.wav;80196;3.637006802721088;0.0042239884;22050.0
401;Actor_07;Man;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-07.wav;76517;3.47015873015873;0.005681853;22050.0
402;Actor_07;Man;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-07.wav;75045;3.4034013605442177;0.0017954924;22050.0
403;Actor_07;Man;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-07.wav;77253;3.5035374149659866;0.00196666;22050.0
404;Actor_07;Man;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-07.wav;77988;3.53687074829932;0.005060611;22050.0
405;Actor_07;Man;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-07.wav;77253;3.5035374149659866;0.005165802;22050.0
406;Actor_07;Man;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-07.wav;75781;3.436780045351474;0.0033370375;22050.0
407;Actor_07;Man;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-07.wav;77988;3.53687074829932;0.0031406023;22050.0
408;Actor_07;Man;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-07.wav;91232;4.13750566893424;0.0058420585;22050.0
409;Actor_07;Man;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-07.wav;97117;4.404399092970522;0.0066584744;22050.0
410;Actor_07;Man;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-07.wav;91231;4.1374603174603175;0.0060435436;22050.0
411;Actor_07;Man;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-07.wav;105210;4.771428571428571;0.0050389883;22050.0
412;Actor_07;Man;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-07.wav;76517;3.47015873015873;0.0049411715;22050.0
413;Actor_07;Man;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-07.wav;77989;3.5369160997732427;0.0068394747;22050.0
414;Actor_07;Man;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-07.wav;75781;3.436780045351474;0.0040758876;22050.0
415;Actor_07;Man;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-07.wav;75781;3.436780045351474;0.004313558;22050.0
416;Actor_07;Man;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-07.wav;85346;3.870566893424036;0.0051342156;22050.0
417;Actor_07;Man;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-07.wav;80195;3.6369614512471657;0.0060197194;22050.0
418;Actor_07;Man;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-07.wav;75781;3.436780045351474;0.003865368;22050.0
419;Actor_07;Man;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-07.wav;76517;3.47015873015873;0.0038237392;22050.0
420;Actor_08;Woman;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-08.wav;77253;3.5035374149659866;0.0044098236;22050.0
421;Actor_08;Woman;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-08.wav;80196;3.637006802721088;0.0052902275;22050.0
422;Actor_08;Woman;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-08.wav;77988;3.53687074829932;0.0029902381;22050.0
423;Actor_08;Woman;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-08.wav;77253;3.5035374149659866;0.003118629;22050.0
424;Actor_08;Woman;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-08.wav;79460;3.603628117913832;0.005006881;22050.0
425;Actor_08;Woman;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-08.wav;75046;3.4034467120181406;0.0037010512;22050.0
426;Actor_08;Woman;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-08.wav;76517;3.47015873015873;0.003198081;22050.0
427;Actor_08;Woman;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-08.wav;76517;3.47015873015873;0.004073266;22050.0
428;Actor_08;Woman;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-08.wav;80195;3.6369614512471657;0.005188203;22050.0
429;Actor_08;Woman;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-08.wav;82403;3.737097505668934;0.0056547495;22050.0
430;Actor_08;Woman;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-08.wav;80931;3.670340136054422;0.006455011;22050.0
431;Actor_08;Woman;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-08.wav;83875;3.803854875283447;0.0047792615;22050.0
432;Actor_08;Woman;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-08.wav;77253;3.5035374149659866;0.003115499;22050.0
433;Actor_08;Woman;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-08.wav;75781;3.436780045351474;0.004115222;22050.0
434;Actor_08;Woman;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-08.wav;76517;3.47015873015873;0.0051685586;22050.0
435;Actor_08;Woman;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-08.wav;75781;3.436780045351474;0.0045021735;22050.0
436;Actor_08;Woman;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-08.wav;83138;3.7704308390022674;0.003051042;22050.0
437;Actor_08;Woman;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-08.wav;86081;3.9039002267573695;0.0044912025;22050.0
438;Actor_08;Woman;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-08.wav;84610;3.83718820861678;0.0025052957;22050.0
439;Actor_08;Woman;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-08.wav;86817;3.937278911564626;0.003721561;22050.0
440;Actor_08;Woman;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-08.wav;92703;4.20421768707483;0.0042506135;22050.0
441;Actor_08;Woman;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-08.wav;85345;3.870521541950113;0.004361789;22050.0
442;Actor_08;Woman;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-08.wav;78725;3.570294784580499;0.0041572284;22050.0
443;Actor_08;Woman;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-08.wav;79460;3.603628117913832;0.0039612507;22050.0
444;Actor_08;Woman;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-08.wav;83138;3.7704308390022674;0.0060047195;22050.0
445;Actor_08;Woman;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-08.wav;86817;3.937278911564626;0.00697049;22050.0
446;Actor_08;Woman;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-08.wav;80931;3.670340136054422;0.0028699455;22050.0
447;Actor_08;Woman;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-08.wav;81667;3.703718820861678;0.0049107634;22050.0
448;Actor_08;Woman;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-08.wav;81667;3.703718820861678;0.003267135;22050.0
449;Actor_08;Woman;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-08.wav;79460;3.603628117913832;0.0049943533;22050.0
450;Actor_08;Woman;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-08.wav;77989;3.5369160997732427;0.0019119068;22050.0
451;Actor_08;Woman;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-08.wav;78724;3.570249433106576;0.0018704087;22050.0
452;Actor_08;Woman;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-08.wav;87553;3.970657596371882;0.006770975;22050.0
453;Actor_08;Woman;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-08.wav;83139;3.7704761904761903;0.0053643286;22050.0
454;Actor_08;Woman;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-08.wav;79460;3.603628117913832;0.0015381611;22050.0
455;Actor_08;Woman;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-08.wav;80195;3.6369614512471657;0.0025591236;22050.0
456;Actor_08;Woman;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-08.wav;87553;3.970657596371882;0.0072703;22050.0
457;Actor_08;Woman;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-08.wav;80931;3.670340136054422;0.006452228;22050.0
458;Actor_08;Woman;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-08.wav;83139;3.7704761904761903;0.0024612597;22050.0
459;Actor_08;Woman;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-08.wav;80931;3.670340136054422;0.0021439353;22050.0
460;Actor_08;Woman;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-08.wav;87553;3.970657596371882;0.003073108;22050.0
461;Actor_08;Woman;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-08.wav;86081;3.9039002267573695;0.003861488;22050.0
462;Actor_08;Woman;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-08.wav;85345;3.870521541950113;0.003971556;22050.0
463;Actor_08;Woman;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-08.wav;86817;3.937278911564626;0.002220077;22050.0
464;Actor_08;Woman;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-08.wav;86081;3.9039002267573695;0.0041190363;22050.0
465;Actor_08;Woman;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-08.wav;80931;3.670340136054422;0.0075887935;22050.0
466;Actor_08;Woman;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-08.wav;86817;3.937278911564626;0.0030979193;22050.0
467;Actor_08;Woman;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-08.wav;84610;3.83718820861678;0.0031975543;22050.0
468;Actor_08;Woman;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-08.wav;89760;4.070748299319728;0.005408204;22050.0
469;Actor_08;Woman;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-08.wav;83139;3.7704761904761903;0.008414111;22050.0
470;Actor_08;Woman;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-08.wav;82403;3.737097505668934;0.0027752507;22050.0
471;Actor_08;Woman;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-08.wav;85345;3.870521541950113;0.003031067;22050.0
472;Actor_08;Woman;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-08.wav;81667;3.703718820861678;0.003080566;22050.0
473;Actor_08;Woman;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-08.wav;83874;3.803809523809524;0.0044936985;22050.0
474;Actor_08;Woman;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-08.wav;83139;3.7704761904761903;0.0031670653;22050.0
475;Actor_08;Woman;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-08.wav;77989;3.5369160997732427;0.002519594;22050.0
476;Actor_08;Woman;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-08.wav;84610;3.83718820861678;0.005736542;22050.0
477;Actor_08;Woman;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-08.wav;81667;3.703718820861678;0.0031963564;22050.0
478;Actor_08;Woman;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-08.wav;83874;3.803809523809524;0.002042793;22050.0
479;Actor_08;Woman;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-08.wav;85346;3.870566893424036;0.0021426969;22050.0
480;Actor_09;Man;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-09.wav;72103;3.2699773242630386;0.012651111;22050.0
481;Actor_09;Man;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-09.wav;70631;3.2032199546485263;0.004594105;22050.0
482;Actor_09;Man;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-09.wav;73574;3.336689342403628;0.004875971;22050.0
483;Actor_09;Man;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-09.wav;71367;3.2365986394557824;0.004191128;22050.0
484;Actor_09;Man;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-09.wav;73574;3.336689342403628;0.0054951287;22050.0
485;Actor_09;Man;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-09.wav;73574;3.336689342403628;0.0071115415;22050.0
486;Actor_09;Man;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-09.wav;76517;3.47015873015873;0.010919111;22050.0
487;Actor_09;Man;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-09.wav;78724;3.570249433106576;0.0054931785;22050.0
488;Actor_09;Man;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-09.wav;73574;3.336689342403628;0.008942682;22050.0
489;Actor_09;Man;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-09.wav;75781;3.436780045351474;0.009981722;22050.0
490;Actor_09;Man;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-09.wav;83874;3.803809523809524;0.0123502435;22050.0
491;Actor_09;Man;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-09.wav;80196;3.637006802721088;0.004629814;22050.0
492;Actor_09;Man;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-09.wav;73574;3.336689342403628;0.009732462;22050.0
493;Actor_09;Man;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-09.wav;77988;3.53687074829932;0.005469857;22050.0
494;Actor_09;Man;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-09.wav;72838;3.303310657596372;0.0023660404;22050.0
495;Actor_09;Man;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-09.wav;76517;3.47015873015873;0.0030001665;22050.0
496;Actor_09;Man;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-09.wav;83139;3.7704761904761903;0.0071379403;22050.0
497;Actor_09;Man;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-09.wav;91967;4.170839002267574;0.008884014;22050.0
498;Actor_09;Man;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-09.wav;78725;3.570294784580499;0.0028002253;22050.0
499;Actor_09;Man;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-09.wav;78724;3.570249433106576;0.0046613626;22050.0
500;Actor_09;Man;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-09.wav;72103;3.2699773242630386;0.008179837;22050.0
501;Actor_09;Man;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-09.wav;75781;3.436780045351474;0.0070837177;22050.0
502;Actor_09;Man;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-09.wav;75045;3.4034013605442177;0.006154175;22050.0
503;Actor_09;Man;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-09.wav;75046;3.4034467120181406;0.006442057;22050.0
504;Actor_09;Man;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-09.wav;86817;3.937278911564626;0.011502037;22050.0
505;Actor_09;Man;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-09.wav;86081;3.9039002267573695;0.0153731685;22050.0
506;Actor_09;Man;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-09.wav;80196;3.637006802721088;0.0048654308;22050.0
507;Actor_09;Man;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-09.wav;85346;3.870566893424036;0.00888558;22050.0
508;Actor_09;Man;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-09.wav;78724;3.570249433106576;0.0070925355;22050.0
509;Actor_09;Man;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-09.wav;78725;3.570294784580499;0.006155803;22050.0
510;Actor_09;Man;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-09.wav;82403;3.737097505668934;0.003716868;22050.0
511;Actor_09;Man;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-09.wav;77989;3.5369160997732427;0.0031668625;22050.0
512;Actor_09;Man;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-09.wav;83875;3.803854875283447;0.0057212007;22050.0
513;Actor_09;Man;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-09.wav;83139;3.7704761904761903;0.003987644;22050.0
514;Actor_09;Man;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-09.wav;96382;4.3710657596371885;0.0049860263;22050.0
515;Actor_09;Man;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-09.wav;87553;3.970657596371882;0.0034616108;22050.0
516;Actor_09;Man;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-09.wav;69895;3.1698412698412697;0.004532609;22050.0
517;Actor_09;Man;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-09.wav;69895;3.1698412698412697;0.0030429633;22050.0
518;Actor_09;Man;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-09.wav;69160;3.1365079365079365;0.0042929393;22050.0
519;Actor_09;Man;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-09.wav;69159;3.136462585034013;0.0018840383;22050.0
520;Actor_09;Man;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-09.wav;71367;3.2365986394557824;0.009058203;22050.0
521;Actor_09;Man;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-09.wav;72103;3.2699773242630386;0.0039624553;22050.0
522;Actor_09;Man;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-09.wav;71367;3.2365986394557824;0.0043184864;22050.0
523;Actor_09;Man;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-09.wav;71367;3.2365986394557824;0.0036226087;22050.0
524;Actor_09;Man;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-09.wav;75045;3.4034013605442177;0.011514346;22050.0
525;Actor_09;Man;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-09.wav;77253;3.5035374149659866;0.008734977;22050.0
526;Actor_09;Man;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-09.wav;76517;3.47015873015873;0.00409818;22050.0
527;Actor_09;Man;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-09.wav;75045;3.4034013605442177;0.008703158;22050.0
528;Actor_09;Man;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-09.wav;80196;3.637006802721088;0.005504529;22050.0
529;Actor_09;Man;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-09.wav;77988;3.53687074829932;0.00735339;22050.0
530;Actor_09;Man;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-09.wav;78724;3.570249433106576;0.008050109;22050.0
531;Actor_09;Man;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-09.wav;79460;3.603628117913832;0.006109728;22050.0
532;Actor_09;Man;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-09.wav;67688;3.069750566893424;0.005614759;22050.0
533;Actor_09;Man;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-09.wav;73574;3.336689342403628;0.0064431;22050.0
534;Actor_09;Man;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-09.wav;75781;3.436780045351474;0.0034156924;22050.0
535;Actor_09;Man;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-09.wav;75781;3.436780045351474;0.0040160413;22050.0
536;Actor_09;Man;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-09.wav;72838;3.303310657596372;0.005492756;22050.0
537;Actor_09;Man;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-09.wav;72103;3.2699773242630386;0.00469662;22050.0
538;Actor_09;Man;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-09.wav;75045;3.4034013605442177;0.0036245373;22050.0
539;Actor_09;Man;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-09.wav;75781;3.436780045351474;0.0036749993;22050.0
540;Actor_10;Woman;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-10.wav;77989;3.5369160997732427;0.0040324708;22050.0
541;Actor_10;Woman;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-10.wav;84610;3.83718820861678;0.0059209922;22050.0
542;Actor_10;Woman;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-10.wav;82403;3.737097505668934;0.0024984216;22050.0
543;Actor_10;Woman;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-10.wav;80931;3.670340136054422;0.0027901593;22050.0
544;Actor_10;Woman;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-10.wav;78724;3.570249433106576;0.0062392144;22050.0
545;Actor_10;Woman;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-10.wav;79460;3.603628117913832;0.004010417;22050.0
546;Actor_10;Woman;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-10.wav;80195;3.6369614512471657;0.002185436;22050.0
547;Actor_10;Woman;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-10.wav;81667;3.703718820861678;0.0029893864;22050.0
