;Actor;Sex;Emotion;Intensity;Statement;Reps;File;No. Samples;Duration;Detrented Fluctuation Analysis;Sample Rate
347;Actor_06;Woman;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-06.wav;86817;3.937278911564626;0.37284616;9999.8
348;Actor_06;Woman;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-06.wav;94911;4.304353741496598;0.29592922;9999.875
349;Actor_06;Woman;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-06.wav;86817;3.937278911564626;0.2847223;9999.8
350;Actor_06;Woman;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-06.wav;89024;4.037369614512472;0.31692517;9999.827
351;Actor_06;Woman;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-06.wav;87553;3.970657596371882;0.3740498;9999.8545
352;Actor_06;Woman;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-06.wav;71367;3.2365986394557824;0.38418385;10000.004
353;Actor_06;Woman;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-06.wav;71367;3.2365986394557824;0.34550813;10000.004
354;Actor_06;Woman;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-06.wav;70631;3.2032199546485263;0.34608978;9999.9375
355;Actor_06;Woman;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-06.wav;69159;3.136462585034013;0.39649016;9999.801
356;Actor_06;Woman;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-06.wav;71367;3.2365986394557824;0.36835495;10000.004
357;Actor_06;Woman;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-06.wav;74310;3.3700680272108845;0.29958713;9999.798
358;Actor_06;Woman;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-06.wav;72839;3.3033560090702947;0.29684052;9999.83
359;Actor_06;Woman;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-06.wav;70631;3.2032199546485263;0.31478333;9999.9375
360;Actor_07;Man;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-07.wav;86082;3.903945578231293;0.5073713;9999.883
361;Actor_07;Man;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-07.wav;83875;3.803854875283447;0.51198745;9999.855
362;Actor_07;Man;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-07.wav;91231;4.1374603174603175;0.4515998;9999.8545
363;Actor_07;Man;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-07.wav;82403;3.737097505668934;0.50566506;10000.007
364;Actor_07;Man;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-07.wav;76517;3.47015873015873;0.53433436;9999.831
365;Actor_07;Man;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-07.wav;82403;3.737097505668934;0.5310749;10000.007
366;Actor_07;Man;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-07.wav;77253;3.5035374149659866;0.5692345;9999.894
367;Actor_07;Man;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-07.wav;77989;3.5369160997732427;0.4479895;9999.954
368;Actor_07;Man;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-07.wav;88289;4.004036281179138;0.6963827;9999.909
369;Actor_07;Man;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-07.wav;85346;3.870566893424036;0.5031622;9999.827
370;Actor_07;Man;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-07.wav;94175;4.270975056689342;0.52188337;9999.824
371;Actor_07;Man;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-07.wav;90496;4.104126984126984;0.60568744;9999.935
372;Actor_07;Man;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-07.wav;77253;3.5035374149659866;0.5176132;9999.894
373;Actor_07;Man;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-07.wav;76517;3.47015873015873;0.5069755;9999.831
374;Actor_07;Man;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-07.wav;75045;3.4034013605442177;0.43644866;9999.996
375;Actor_07;Man;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-07.wav;75045;3.4034013605442177;0.43644866;9999.996
376;Actor_07;Man;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-07.wav;90496;4.104126984126984;0.6992476;9999.935
377;Actor_07;Man;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-07.wav;89024;4.037369614512472;0.5932736;9999.827
378;Actor_07;Man;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-07.wav;89025;4.037414965986395;0.53727585;9999.963
379;Actor_07;Man;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-07.wav;84610;3.83718820861678;0.4736549;10000.03
380;Actor_07;Man;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-07.wav;77989;3.5369160997732427;0.5137124;9999.954
381;Actor_07;Man;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-07.wav;79460;3.603628117913832;0.49718857;9999.922
382;Actor_07;Man;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-07.wav;77989;3.5369160997732427;0.48996267;9999.954
383;Actor_07;Man;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-07.wav;85345;3.870521541950113;0.42623958;9999.944
384;Actor_07;Man;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-07.wav;86817;3.937278911564626;0.39801854;9999.8
385;Actor_07;Man;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-07.wav;84610;3.83718820861678;0.8012724;10000.03
386;Actor_07;Man;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-07.wav;80196;3.637006802721088;0.9352058;9999.981
387;Actor_07;Man;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-07.wav;84610;3.83718820861678;0.40896726;10000.03
388;Actor_07;Man;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-07.wav;88289;4.004036281179138;0.668858;9999.909
389;Actor_07;Man;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-07.wav;87553;3.970657596371882;0.6566761;9999.8545
390;Actor_07;Man;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-07.wav;88289;4.004036281179138;0.42831588;9999.909
391;Actor_07;Man;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-07.wav;88289;4.004036281179138;0.4144476;9999.909
392;Actor_07;Man;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-07.wav;79460;3.603628117913832;0.7412802;9999.922
393;Actor_07;Man;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-07.wav;88289;4.004036281179138;0.752565;9999.909
394;Actor_07;Man;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-07.wav;84610;3.83718820861678;0.34780243;10000.03
395;Actor_07;Man;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-07.wav;95646;4.337687074829932;0.49652565;9999.799
396;Actor_07;Man;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-07.wav;75781;3.436780045351474;0.6011026;9999.768
397;Actor_07;Man;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-07.wav;77253;3.5035374149659866;0.46913046;9999.894
398;Actor_07;Man;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-07.wav;75781;3.436780045351474;0.45166776;9999.768
399;Actor_07;Man;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-07.wav;74310;3.3700680272108845;0.453112;9999.798
400;Actor_07;Man;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-07.wav;80196;3.637006802721088;0.47962925;9999.981
401;Actor_07;Man;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-07.wav;76517;3.47015873015873;0.43988413;9999.831
402;Actor_07;Man;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-07.wav;75045;3.4034013605442177;0.3036359;9999.996
403;Actor_07;Man;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-07.wav;77253;3.5035374149659866;0.33800048;9999.894
404;Actor_07;Man;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-07.wav;77988;3.53687074829932;0.4973742;9999.8
405;Actor_07;Man;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-07.wav;77253;3.5035374149659866;0.4715005;9999.894
406;Actor_07;Man;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-07.wav;75781;3.436780045351474;0.5161933;9999.768
407;Actor_07;Man;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-07.wav;77988;3.53687074829932;0.44781557;9999.8
408;Actor_07;Man;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-07.wav;91232;4.13750566893424;0.5783743;9999.986
409;Actor_07;Man;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-07.wav;97117;4.404399092970522;0.75741816;10000.002
410;Actor_07;Man;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-07.wav;91231;4.1374603174603175;0.4238746;9999.8545
411;Actor_07;Man;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-07.wav;105210;4.771428571428571;0.4446405;9999.94
412;Actor_07;Man;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-07.wav;76517;3.47015873015873;0.4714572;9999.831
413;Actor_07;Man;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-07.wav;77989;3.5369160997732427;0.48296615;9999.954
414;Actor_07;Man;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-07.wav;75781;3.436780045351474;0.42365602;9999.768
415;Actor_07;Man;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-07.wav;75781;3.436780045351474;0.43333837;9999.768
416;Actor_07;Man;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-07.wav;85346;3.870566893424036;0.6083662;9999.827
417;Actor_07;Man;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-07.wav;80195;3.6369614512471657;0.5108223;9999.831
418;Actor_07;Man;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-07.wav;75781;3.436780045351474;0.434988;9999.768
419;Actor_07;Man;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-07.wav;76517;3.47015873015873;0.41612762;9999.831
420;Actor_08;Woman;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-08.wav;77253;3.5035374149659866;0.50193363;9999.894
421;Actor_08;Woman;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-08.wav;80196;3.637006802721088;0.509029;9999.981
422;Actor_08;Woman;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-08.wav;77988;3.53687074829932;0.47575742;9999.8
423;Actor_08;Woman;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-08.wav;77253;3.5035374149659866;0.4961571;9999.894
424;Actor_08;Woman;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-08.wav;79460;3.603628117913832;0.56658316;9999.922
425;Actor_08;Woman;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-08.wav;75046;3.4034467120181406;0.56769234;9999.862
426;Actor_08;Woman;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-08.wav;76517;3.47015873015873;0.5685663;9999.831
427;Actor_08;Woman;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-08.wav;76517;3.47015873015873;0.5618192;9999.831
428;Actor_08;Woman;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-08.wav;80195;3.6369614512471657;0.6187158;9999.831
429;Actor_08;Woman;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-08.wav;82403;3.737097505668934;0.6149744;10000.007
430;Actor_08;Woman;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-08.wav;80931;3.670340136054422;0.59290665;9999.891
431;Actor_08;Woman;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-08.wav;83875;3.803854875283447;0.5832772;9999.855
432;Actor_08;Woman;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-08.wav;77253;3.5035374149659866;0.6062939;9999.894
433;Actor_08;Woman;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-08.wav;75781;3.436780045351474;0.4947971;9999.768
434;Actor_08;Woman;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-08.wav;76517;3.47015873015873;0.4676221;9999.831
435;Actor_08;Woman;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-08.wav;75781;3.436780045351474;0.42813748;9999.768
436;Actor_08;Woman;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-08.wav;83138;3.7704308390022674;0.73634076;9999.918
437;Actor_08;Woman;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-08.wav;86081;3.9039002267573695;0.93043333;9999.999
438;Actor_08;Woman;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-08.wav;84610;3.83718820861678;0.4783557;10000.03
439;Actor_08;Woman;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-08.wav;86817;3.937278911564626;0.4377631;9999.8
440;Actor_08;Woman;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-08.wav;92703;4.20421768707483;0.6035629;9999.958
441;Actor_08;Woman;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-08.wav;85345;3.870521541950113;0.5806902;9999.944
442;Actor_08;Woman;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-08.wav;78725;3.570294784580499;0.58905995;10000.015
443;Actor_08;Woman;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-08.wav;79460;3.603628117913832;0.64024353;9999.922
444;Actor_08;Woman;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-08.wav;83138;3.7704308390022674;0.5281306;9999.918
445;Actor_08;Woman;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-08.wav;86817;3.937278911564626;0.6734621;9999.8
446;Actor_08;Woman;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-08.wav;80931;3.670340136054422;0.4985927;9999.891
447;Actor_08;Woman;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-08.wav;81667;3.703718820861678;0.8907132;9999.949
448;Actor_08;Woman;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-08.wav;81667;3.703718820861678;0.6846876;9999.949
449;Actor_08;Woman;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-08.wav;79460;3.603628117913832;0.70580864;9999.922
450;Actor_08;Woman;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-08.wav;77989;3.5369160997732427;0.46636087;9999.954
451;Actor_08;Woman;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-08.wav;78724;3.570249433106576;0.5199065;9999.861
452;Actor_08;Woman;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-08.wav;87553;3.970657596371882;0.8039212;9999.8545
453;Actor_08;Woman;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-08.wav;83139;3.7704761904761903;0.6065267;9999.798
454;Actor_08;Woman;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-08.wav;79460;3.603628117913832;0.39731044;9999.922
455;Actor_08;Woman;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-08.wav;80195;3.6369614512471657;0.41516438;9999.831
456;Actor_08;Woman;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-08.wav;87553;3.970657596371882;0.6470847;9999.8545
457;Actor_08;Woman;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-08.wav;80931;3.670340136054422;0.8939635;9999.891
458;Actor_08;Woman;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-08.wav;83139;3.7704761904761903;0.52302665;9999.798
459;Actor_08;Woman;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-08.wav;80931;3.670340136054422;0.4510502;9999.891
460;Actor_08;Woman;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-08.wav;87553;3.970657596371882;0.60275567;9999.8545
461;Actor_08;Woman;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-08.wav;86081;3.9039002267573695;0.68609214;9999.999
462;Actor_08;Woman;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-08.wav;85345;3.870521541950113;0.5048426;9999.944
463;Actor_08;Woman;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-08.wav;86817;3.937278911564626;0.76674557;9999.8
464;Actor_08;Woman;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-08.wav;86081;3.9039002267573695;0.5405028;9999.999
465;Actor_08;Woman;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-08.wav;80931;3.670340136054422;0.56821877;9999.891
466;Actor_08;Woman;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-08.wav;86817;3.937278911564626;0.49931398;9999.8
467;Actor_08;Woman;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-08.wav;84610;3.83718820861678;0.52415293;10000.03
468;Actor_08;Woman;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-08.wav;89760;4.070748299319728;0.6294378;9999.882
469;Actor_08;Woman;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-08.wav;83139;3.7704761904761903;0.5261216;9999.798
470;Actor_08;Woman;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-08.wav;82403;3.737097505668934;0.50179845;10000.007
471;Actor_08;Woman;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-08.wav;85345;3.870521541950113;0.49300227;9999.944
472;Actor_08;Woman;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-08.wav;81667;3.703718820861678;0.62020725;9999.949
473;Actor_08;Woman;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-08.wav;83874;3.803809523809524;0.45723683;9999.975
474;Actor_08;Woman;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-08.wav;83139;3.7704761904761903;0.5733722;9999.798
475;Actor_08;Woman;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-08.wav;77989;3.5369160997732427;0.47749418;9999.954
476;Actor_08;Woman;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-08.wav;84610;3.83718820861678;0.6006634;10000.03
477;Actor_08;Woman;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-08.wav;81667;3.703718820861678;0.6294269;9999.949
478;Actor_08;Woman;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-08.wav;83874;3.803809523809524;0.4052772;9999.975
479;Actor_08;Woman;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-08.wav;85346;3.870566893424036;0.45982674;9999.827
480;Actor_09;Man;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-09.wav;72103;3.2699773242630386;0.862706;9999.764
481;Actor_09;Man;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-09.wav;70631;3.2032199546485263;0.6746839;9999.9375
482;Actor_09;Man;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-09.wav;73574;3.336689342403628;0.60727286;10000.032
483;Actor_09;Man;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-09.wav;71367;3.2365986394557824;0.63919234;10000.004
484;Actor_09;Man;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-09.wav;73574;3.336689342403628;0.70331;10000.032
485;Actor_09;Man;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-09.wav;73574;3.336689342403628;0.67822444;10000.032
486;Actor_09;Man;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-09.wav;76517;3.47015873015873;0.59118587;9999.831
487;Actor_09;Man;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-09.wav;78724;3.570249433106576;0.66338754;9999.861
488;Actor_09;Man;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-09.wav;73574;3.336689342403628;0.8240421;10000.032
489;Actor_09;Man;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-09.wav;75781;3.436780045351474;0.81943405;9999.768
490;Actor_09;Man;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-09.wav;83874;3.803809523809524;0.6381905;9999.975
491;Actor_09;Man;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-09.wav;80196;3.637006802721088;0.6295254;9999.981
492;Actor_09;Man;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-09.wav;73574;3.336689342403628;0.5584532;10000.032
493;Actor_09;Man;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-09.wav;77988;3.53687074829932;0.5531362;9999.8
494;Actor_09;Man;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-09.wav;72838;3.303310657596372;0.53313136;9999.968
495;Actor_09;Man;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-09.wav;76517;3.47015873015873;0.44569254;9999.831
496;Actor_09;Man;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-09.wav;83139;3.7704761904761903;0.36016324;9999.798
497;Actor_09;Man;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-09.wav;91967;4.170839002267574;0.33268842;9999.906
498;Actor_09;Man;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-09.wav;78725;3.570294784580499;0.3797168;10000.015
499;Actor_09;Man;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-09.wav;78724;3.570249433106576;0.39126822;9999.861
500;Actor_09;Man;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-09.wav;72103;3.2699773242630386;0.69972086;9999.764
501;Actor_09;Man;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-09.wav;75781;3.436780045351474;0.6505775;9999.768
502;Actor_09;Man;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-09.wav;75045;3.4034013605442177;0.5835986;9999.996
503;Actor_09;Man;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-09.wav;75046;3.4034467120181406;0.7253414;9999.862
504;Actor_09;Man;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-09.wav;86817;3.937278911564626;0.56400484;9999.8
505;Actor_09;Man;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-09.wav;86081;3.9039002267573695;0.5719885;9999.999
506;Actor_09;Man;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-09.wav;80196;3.637006802721088;0.5526059;9999.981
507;Actor_09;Man;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-09.wav;85346;3.870566893424036;0.5646538;9999.827
508;Actor_09;Man;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-09.wav;78724;3.570249433106576;0.5733753;9999.861
509;Actor_09;Man;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-09.wav;78725;3.570294784580499;0.6248006;10000.015
510;Actor_09;Man;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-09.wav;82403;3.737097505668934;0.411485;10000.007
511;Actor_09;Man;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-09.wav;77989;3.5369160997732427;0.46098232;9999.954
512;Actor_09;Man;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-09.wav;83875;3.803854875283447;0.6286877;9999.855
513;Actor_09;Man;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-09.wav;83139;3.7704761904761903;0.46450087;9999.798
514;Actor_09;Man;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-09.wav;96382;4.3710657596371885;0.41169554;9999.85
515;Actor_09;Man;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-09.wav;87553;3.970657596371882;0.5543931;9999.8545
516;Actor_09;Man;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-09.wav;69895;3.1698412698412697;0.7423966;9999.87
517;Actor_09;Man;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-09.wav;69895;3.1698412698412697;0.7715651;9999.87
518;Actor_09;Man;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-09.wav;69160;3.1365079365079365;0.83141655;9999.975
519;Actor_09;Man;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-09.wav;69159;3.136462585034013;0.75433385;9999.801
520;Actor_09;Man;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-09.wav;71367;3.2365986394557824;0.64726186;10000.004
521;Actor_09;Man;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-09.wav;72103;3.2699773242630386;0.7520745;9999.764
522;Actor_09;Man;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-09.wav;71367;3.2365986394557824;0.4664855;10000.004
523;Actor_09;Man;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-09.wav;71367;3.2365986394557824;0.50282294;10000.004
524;Actor_09;Man;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-09.wav;75045;3.4034013605442177;0.5078287;9999.996
525;Actor_09;Man;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-09.wav;77253;3.5035374149659866;0.5171947;9999.894
526;Actor_09;Man;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-09.wav;76517;3.47015873015873;0.53526896;9999.831
527;Actor_09;Man;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-09.wav;75045;3.4034013605442177;0.62534994;9999.996
528;Actor_09;Man;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-09.wav;80196;3.637006802721088;0.47002968;9999.981
529;Actor_09;Man;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-09.wav;77988;3.53687074829932;0.45908204;9999.8
530;Actor_09;Man;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-09.wav;78724;3.570249433106576;0.4117963;9999.861
531;Actor_09;Man;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-09.wav;79460;3.603628117913832;0.42236596;9999.922
532;Actor_09;Man;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-09.wav;67688;3.069750566893424;0.69920814;9999.835
533;Actor_09;Man;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-09.wav;73574;3.336689342403628;0.61808825;10000.032
534;Actor_09;Man;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-09.wav;75781;3.436780045351474;0.595824;9999.768
535;Actor_09;Man;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-09.wav;75781;3.436780045351474;0.5195972;9999.768
536;Actor_09;Man;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-09.wav;72838;3.303310657596372;0.5120024;9999.968
537;Actor_09;Man;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-09.wav;72103;3.2699773242630386;0.6127056;9999.764
538;Actor_09;Man;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-09.wav;75045;3.4034013605442177;0.5070829;9999.996
539;Actor_09;Man;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-09.wav;75781;3.436780045351474;0.5003532;9999.768
