;Actor;Sex;Emotion;Intensity;Statement;Reps;File;No. Samples;Duration;Sample Entropy;Sample Rate
354;Actor_06;Woman;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-06.wav;70631;3.2032199546485263;0.0025711125;9999.9375
355;Actor_06;Woman;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-06.wav;69159;3.136462585034013;0.0023106341;9999.801
356;Actor_06;Woman;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-06.wav;71367;3.2365986394557824;0.0037098778;10000.004
357;Actor_06;Woman;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-06.wav;74310;3.3700680272108845;0.003456203;9999.798
358;Actor_06;Woman;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-06.wav;72839;3.3033560090702947;0.002955822;9999.83
359;Actor_06;Woman;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-06.wav;70631;3.2032199546485263;0.0022385356;9999.9375
360;Actor_07;Man;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-07.wav;86082;3.903945578231293;0.006046951;9999.883
361;Actor_07;Man;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-07.wav;83875;3.803854875283447;0.0055878432;9999.855
362;Actor_07;Man;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-07.wav;91231;4.1374603174603175;0.0033909103;9999.8545
363;Actor_07;Man;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-07.wav;82403;3.737097505668934;0.0047291196;10000.007
364;Actor_07;Man;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-07.wav;76517;3.47015873015873;0.0053914543;9999.831
365;Actor_07;Man;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-07.wav;82403;3.737097505668934;0.005018538;10000.007
366;Actor_07;Man;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-07.wav;77253;3.5035374149659866;0.005486103;9999.894
367;Actor_07;Man;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-07.wav;77989;3.5369160997732427;0.0037196313;9999.954
368;Actor_07;Man;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-07.wav;88289;4.004036281179138;0.01617378;9999.909
369;Actor_07;Man;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-07.wav;85346;3.870566893424036;0.008876227;9999.827
370;Actor_07;Man;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-07.wav;94175;4.270975056689342;0.006039825;9999.824
371;Actor_07;Man;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-07.wav;90496;4.104126984126984;0.0051113307;9999.935
372;Actor_07;Man;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-07.wav;77253;3.5035374149659866;0.003881921;9999.894
373;Actor_07;Man;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-07.wav;76517;3.47015873015873;0.0034919532;9999.831
374;Actor_07;Man;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-07.wav;75045;3.4034013605442177;0.0027209062;9999.996
375;Actor_07;Man;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-07.wav;75045;3.4034013605442177;0.0027209062;9999.996
376;Actor_07;Man;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-07.wav;90496;4.104126984126984;0.006152799;9999.935
377;Actor_07;Man;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-07.wav;89024;4.037369614512472;0.0061964476;9999.827
378;Actor_07;Man;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-07.wav;89025;4.037414965986395;0.0074546016;9999.963
379;Actor_07;Man;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-07.wav;84610;3.83718820861678;0.0052590035;10000.03
380;Actor_07;Man;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-07.wav;77989;3.5369160997732427;0.0065428168;9999.954
381;Actor_07;Man;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-07.wav;79460;3.603628117913832;0.006189731;9999.922
382;Actor_07;Man;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-07.wav;77989;3.5369160997732427;0.00501126;9999.954
383;Actor_07;Man;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-07.wav;85345;3.870521541950113;0.0035580404;9999.944
384;Actor_07;Man;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-07.wav;86817;3.937278911564626;0.0132498685;9999.8
385;Actor_07;Man;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-07.wav;84610;3.83718820861678;0.014167782;10000.03
386;Actor_07;Man;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-07.wav;80196;3.637006802721088;0.0054938146;9999.981
387;Actor_07;Man;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-07.wav;84610;3.83718820861678;0.005466461;10000.03
388;Actor_07;Man;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-07.wav;88289;4.004036281179138;0.0052632648;9999.909
389;Actor_07;Man;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-07.wav;87553;3.970657596371882;0.005724129;9999.8545
390;Actor_07;Man;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-07.wav;88289;4.004036281179138;0.006340617;9999.909
391;Actor_07;Man;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-07.wav;88289;4.004036281179138;0.0061410596;9999.909
392;Actor_07;Man;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-07.wav;79460;3.603628117913832;0.0042851316;9999.922
393;Actor_07;Man;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-07.wav;88289;4.004036281179138;0.007202536;9999.909
394;Actor_07;Man;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-07.wav;84610;3.83718820861678;0.0063060224;10000.03
395;Actor_07;Man;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-07.wav;95646;4.337687074829932;0.006494821;9999.799
396;Actor_07;Man;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-07.wav;75781;3.436780045351474;0.0054852176;9999.768
397;Actor_07;Man;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-07.wav;77253;3.5035374149659866;0.005830415;9999.894
398;Actor_07;Man;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-07.wav;75781;3.436780045351474;0.0029888204;9999.768
399;Actor_07;Man;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-07.wav;74310;3.3700680272108845;0.0026855809;9999.798
400;Actor_07;Man;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-07.wav;80196;3.637006802721088;0.0029581802;9999.981
401;Actor_07;Man;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-07.wav;76517;3.47015873015873;0.0048184223;9999.831
402;Actor_07;Man;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-07.wav;75045;3.4034013605442177;0.0013506502;9999.996
403;Actor_07;Man;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-07.wav;77253;3.5035374149659866;0.00280015;9999.894
404;Actor_07;Man;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-07.wav;77988;3.53687074829932;0.0046990407;9999.8
405;Actor_07;Man;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-07.wav;77253;3.5035374149659866;0.0044508595;9999.894
406;Actor_07;Man;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-07.wav;75781;3.436780045351474;0.0027016217;9999.768
407;Actor_07;Man;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-07.wav;77988;3.53687074829932;0.0033404094;9999.8
408;Actor_07;Man;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-07.wav;91232;4.13750566893424;0.0050504804;9999.986
409;Actor_07;Man;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-07.wav;97117;4.404399092970522;0.0068325954;10000.002
410;Actor_07;Man;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-07.wav;91231;4.1374603174603175;0.006383882;9999.8545
411;Actor_07;Man;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-07.wav;105210;4.771428571428571;0.005577189;9999.94
412;Actor_07;Man;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-07.wav;76517;3.47015873015873;0.004412061;9999.831
413;Actor_07;Man;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-07.wav;77989;3.5369160997732427;0.0060760197;9999.954
414;Actor_07;Man;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-07.wav;75781;3.436780045351474;0.0036153002;9999.768
415;Actor_07;Man;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-07.wav;75781;3.436780045351474;0.0033620344;9999.768
416;Actor_07;Man;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-07.wav;85346;3.870566893424036;0.0037661043;9999.827
417;Actor_07;Man;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-07.wav;80195;3.6369614512471657;0.0052477787;9999.831
418;Actor_07;Man;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-07.wav;75781;3.436780045351474;0.0025928917;9999.768
419;Actor_07;Man;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-07.wav;76517;3.47015873015873;0.004047967;9999.831
420;Actor_08;Woman;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-08.wav;77253;3.5035374149659866;0.003283182;9999.894
421;Actor_08;Woman;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-08.wav;80196;3.637006802721088;0.0034278247;9999.981
422;Actor_08;Woman;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-08.wav;77988;3.53687074829932;0.0022019101;9999.8
423;Actor_08;Woman;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-08.wav;77253;3.5035374149659866;0.0020155604;9999.894
424;Actor_08;Woman;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-08.wav;79460;3.603628117913832;0.004195082;9999.922
425;Actor_08;Woman;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-08.wav;75046;3.4034467120181406;0.0031355594;9999.862
426;Actor_08;Woman;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-08.wav;76517;3.47015873015873;0.0023154228;9999.831
427;Actor_08;Woman;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-08.wav;76517;3.47015873015873;0.0035866385;9999.831
428;Actor_08;Woman;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-08.wav;80195;3.6369614512471657;0.0036847624;9999.831
429;Actor_08;Woman;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-08.wav;82403;3.737097505668934;0.004451166;10000.007
430;Actor_08;Woman;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-08.wav;80931;3.670340136054422;0.005071229;9999.891
431;Actor_08;Woman;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-08.wav;83875;3.803854875283447;0.0040009962;9999.855
432;Actor_08;Woman;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-08.wav;77253;3.5035374149659866;0.0025591555;9999.894
433;Actor_08;Woman;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-08.wav;75781;3.436780045351474;0.0023667275;9999.768
434;Actor_08;Woman;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-08.wav;76517;3.47015873015873;0.0035753662;9999.831
435;Actor_08;Woman;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-08.wav;75781;3.436780045351474;0.0031799972;9999.768
436;Actor_08;Woman;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-08.wav;83138;3.7704308390022674;0.0026478148;9999.918
437;Actor_08;Woman;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-08.wav;86081;3.9039002267573695;0.0035916565;9999.999
438;Actor_08;Woman;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-08.wav;84610;3.83718820861678;0.0025957504;10000.03
439;Actor_08;Woman;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-08.wav;86817;3.937278911564626;0.0045733587;9999.8
440;Actor_08;Woman;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-08.wav;92703;4.20421768707483;0.003990469;9999.958
441;Actor_08;Woman;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-08.wav;85345;3.870521541950113;0.0039072465;9999.944
442;Actor_08;Woman;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-08.wav;78725;3.570294784580499;0.0038082984;10000.015
443;Actor_08;Woman;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-08.wav;79460;3.603628117913832;0.003672149;9999.922
444;Actor_08;Woman;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-08.wav;83138;3.7704308390022674;0.005432267;9999.918
445;Actor_08;Woman;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-08.wav;86817;3.937278911564626;0.005880473;9999.8
446;Actor_08;Woman;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-08.wav;80931;3.670340136054422;0.0018152039;9999.891
447;Actor_08;Woman;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-08.wav;81667;3.703718820861678;0.0045611416;9999.949
448;Actor_08;Woman;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-08.wav;81667;3.703718820861678;0.0029948053;9999.949
449;Actor_08;Woman;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-08.wav;79460;3.603628117913832;0.0038204489;9999.922
450;Actor_08;Woman;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-08.wav;77989;3.5369160997732427;0.0010707657;9999.954
451;Actor_08;Woman;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-08.wav;78724;3.570249433106576;0.00092211197;9999.861
452;Actor_08;Woman;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-08.wav;87553;3.970657596371882;0.0060835183;9999.8545
453;Actor_08;Woman;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-08.wav;83139;3.7704761904761903;0.005887216;9999.798
454;Actor_08;Woman;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-08.wav;79460;3.603628117913832;0.0021530504;9999.922
455;Actor_08;Woman;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-08.wav;80195;3.6369614512471657;0.0033401074;9999.831
456;Actor_08;Woman;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-08.wav;87553;3.970657596371882;0.006697697;9999.8545
457;Actor_08;Woman;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-08.wav;80931;3.670340136054422;0.0062496406;9999.891
458;Actor_08;Woman;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-08.wav;83139;3.7704761904761903;0.0020377778;9999.798
459;Actor_08;Woman;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-08.wav;80931;3.670340136054422;0.0014894209;9999.891
460;Actor_08;Woman;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-08.wav;87553;3.970657596371882;0.002915775;9999.8545
461;Actor_08;Woman;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-08.wav;86081;3.9039002267573695;0.0036769442;9999.999
462;Actor_08;Woman;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-08.wav;85345;3.870521541950113;0.0054940474;9999.944
463;Actor_08;Woman;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-08.wav;86817;3.937278911564626;0.0036088328;9999.8
464;Actor_08;Woman;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-08.wav;86081;3.9039002267573695;0.003534958;9999.999
465;Actor_08;Woman;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-08.wav;80931;3.670340136054422;0.0068823495;9999.891
466;Actor_08;Woman;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-08.wav;86817;3.937278911564626;0.003386056;9999.8
467;Actor_08;Woman;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-08.wav;84610;3.83718820861678;0.003810086;10000.03
468;Actor_08;Woman;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-08.wav;89760;4.070748299319728;0.006087086;9999.882
469;Actor_08;Woman;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-08.wav;83139;3.7704761904761903;0.00860562;9999.798
470;Actor_08;Woman;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-08.wav;82403;3.737097505668934;0.002489547;10000.007
471;Actor_08;Woman;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-08.wav;85345;3.870521541950113;0.0019784064;9999.944
472;Actor_08;Woman;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-08.wav;81667;3.703718820861678;0.0025346477;9999.949
473;Actor_08;Woman;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-08.wav;83874;3.803809523809524;0.0038196736;9999.975
474;Actor_08;Woman;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-08.wav;83139;3.7704761904761903;0.0034866082;9999.798
475;Actor_08;Woman;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-08.wav;77989;3.5369160997732427;0.0022472055;9999.954
476;Actor_08;Woman;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-08.wav;84610;3.83718820861678;0.005091421;10000.03
477;Actor_08;Woman;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-08.wav;81667;3.703718820861678;0.0024042937;9999.949
478;Actor_08;Woman;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-08.wav;83874;3.803809523809524;0.0020630409;9999.975
479;Actor_08;Woman;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-08.wav;85346;3.870566893424036;0.0017047981;9999.827
480;Actor_09;Man;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-09.wav;72103;3.2699773242630386;0.013709043;9999.764
481;Actor_09;Man;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-09.wav;70631;3.2032199546485263;0.0033030508;9999.9375
482;Actor_09;Man;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-09.wav;73574;3.336689342403628;0.003637473;10000.032
483;Actor_09;Man;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-09.wav;71367;3.2365986394557824;0.0028239652;10000.004
484;Actor_09;Man;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-09.wav;73574;3.336689342403628;0.0058343518;10000.032
485;Actor_09;Man;Calm;Normal;Kids are talking by the door;2;03-01-02-01-01-02-09.wav;73574;3.336689342403628;0.006459042;10000.032
486;Actor_09;Man;Calm;Normal;Dogs are sitting by the door;1;03-01-02-01-02-01-09.wav;76517;3.47015873015873;0.009887337;9999.831
487;Actor_09;Man;Calm;Normal;Dogs are sitting by the door;2;03-01-02-01-02-02-09.wav;78724;3.570249433106576;0.005616615;9999.861
488;Actor_09;Man;Calm;Strong;Kids are talking by the door;1;03-01-02-02-01-01-09.wav;73574;3.336689342403628;0.008249997;10000.032
489;Actor_09;Man;Calm;Strong;Kids are talking by the door;2;03-01-02-02-01-02-09.wav;75781;3.436780045351474;0.00744838;9999.768
490;Actor_09;Man;Calm;Strong;Dogs are sitting by the door;1;03-01-02-02-02-01-09.wav;83874;3.803809523809524;0.012640994;9999.975
491;Actor_09;Man;Calm;Strong;Dogs are sitting by the door;2;03-01-02-02-02-02-09.wav;80196;3.637006802721088;0.0037219482;9999.981
492;Actor_09;Man;Happy;Normal;Kids are talking by the door;1;03-01-03-01-01-01-09.wav;73574;3.336689342403628;0.010448338;10000.032
493;Actor_09;Man;Happy;Normal;Kids are talking by the door;2;03-01-03-01-01-02-09.wav;77988;3.53687074829932;0.0048521874;9999.8
494;Actor_09;Man;Happy;Normal;Dogs are sitting by the door;1;03-01-03-01-02-01-09.wav;72838;3.303310657596372;0.0015794421;9999.968
495;Actor_09;Man;Happy;Normal;Dogs are sitting by the door;2;03-01-03-01-02-02-09.wav;76517;3.47015873015873;0.0017976551;9999.831
496;Actor_09;Man;Happy;Strong;Kids are talking by the door;1;03-01-03-02-01-01-09.wav;83139;3.7704761904761903;0.0071371538;9999.798
497;Actor_09;Man;Happy;Strong;Kids are talking by the door;2;03-01-03-02-01-02-09.wav;91967;4.170839002267574;0.00942408;9999.906
498;Actor_09;Man;Happy;Strong;Dogs are sitting by the door;1;03-01-03-02-02-01-09.wav;78725;3.570294784580499;0.002171787;10000.015
499;Actor_09;Man;Happy;Strong;Dogs are sitting by the door;2;03-01-03-02-02-02-09.wav;78724;3.570249433106576;0.004845347;9999.861
500;Actor_09;Man;Sad;Normal;Kids are talking by the door;1;03-01-04-01-01-01-09.wav;72103;3.2699773242630386;0.0071383193;9999.764
501;Actor_09;Man;Sad;Normal;Kids are talking by the door;2;03-01-04-01-01-02-09.wav;75781;3.436780045351474;0.006564189;9999.768
502;Actor_09;Man;Sad;Normal;Dogs are sitting by the door;1;03-01-04-01-02-01-09.wav;75045;3.4034013605442177;0.006446365;9999.996
503;Actor_09;Man;Sad;Normal;Dogs are sitting by the door;2;03-01-04-01-02-02-09.wav;75046;3.4034467120181406;0.006499057;9999.862
504;Actor_09;Man;Sad;Strong;Kids are talking by the door;1;03-01-04-02-01-01-09.wav;86817;3.937278911564626;0.011726365;9999.8
505;Actor_09;Man;Sad;Strong;Kids are talking by the door;2;03-01-04-02-01-02-09.wav;86081;3.9039002267573695;0.016773209;9999.999
506;Actor_09;Man;Sad;Strong;Dogs are sitting by the door;1;03-01-04-02-02-01-09.wav;80196;3.637006802721088;0.0037968408;9999.981
507;Actor_09;Man;Sad;Strong;Dogs are sitting by the door;2;03-01-04-02-02-02-09.wav;85346;3.870566893424036;0.007786385;9999.827
508;Actor_09;Man;Angry;Normal;Kids are talking by the door;1;03-01-05-01-01-01-09.wav;78724;3.570249433106576;0.00642554;9999.861
509;Actor_09;Man;Angry;Normal;Kids are talking by the door;2;03-01-05-01-01-02-09.wav;78725;3.570294784580499;0.0059862155;10000.015
510;Actor_09;Man;Angry;Normal;Dogs are sitting by the door;1;03-01-05-01-02-01-09.wav;82403;3.737097505668934;0.0024187667;10000.007
511;Actor_09;Man;Angry;Normal;Dogs are sitting by the door;2;03-01-05-01-02-02-09.wav;77989;3.5369160997732427;0.0029800308;9999.954
512;Actor_09;Man;Angry;Strong;Kids are talking by the door;1;03-01-05-02-01-01-09.wav;83875;3.803854875283447;0.0047511077;9999.855
513;Actor_09;Man;Angry;Strong;Kids are talking by the door;2;03-01-05-02-01-02-09.wav;83139;3.7704761904761903;0.002956205;9999.798
514;Actor_09;Man;Angry;Strong;Dogs are sitting by the door;1;03-01-05-02-02-01-09.wav;96382;4.3710657596371885;0.0059953467;9999.85
515;Actor_09;Man;Angry;Strong;Dogs are sitting by the door;2;03-01-05-02-02-02-09.wav;87553;3.970657596371882;0.0032931198;9999.8545
516;Actor_09;Man;Fearful;Normal;Kids are talking by the door;1;03-01-06-01-01-01-09.wav;69895;3.1698412698412697;0.0043844483;9999.87
517;Actor_09;Man;Fearful;Normal;Kids are talking by the door;2;03-01-06-01-01-02-09.wav;69895;3.1698412698412697;0.002589688;9999.87
518;Actor_09;Man;Fearful;Normal;Dogs are sitting by the door;1;03-01-06-01-02-01-09.wav;69160;3.1365079365079365;0.0037795538;9999.975
519;Actor_09;Man;Fearful;Normal;Dogs are sitting by the door;2;03-01-06-01-02-02-09.wav;69159;3.136462585034013;0.0011840524;9999.801
520;Actor_09;Man;Fearful;Strong;Kids are talking by the door;1;03-01-06-02-01-01-09.wav;71367;3.2365986394557824;0.009826131;10000.004
521;Actor_09;Man;Fearful;Strong;Kids are talking by the door;2;03-01-06-02-01-02-09.wav;72103;3.2699773242630386;0.003702027;9999.764
522;Actor_09;Man;Fearful;Strong;Dogs are sitting by the door;1;03-01-06-02-02-01-09.wav;71367;3.2365986394557824;0.003939545;10000.004
523;Actor_09;Man;Fearful;Strong;Dogs are sitting by the door;2;03-01-06-02-02-02-09.wav;71367;3.2365986394557824;0.0027702712;10000.004
524;Actor_09;Man;Disgust;Normal;Kids are talking by the door;1;03-01-07-01-01-01-09.wav;75045;3.4034013605442177;0.010858185;9999.996
525;Actor_09;Man;Disgust;Normal;Kids are talking by the door;2;03-01-07-01-01-02-09.wav;77253;3.5035374149659866;0.0065899184;9999.894
526;Actor_09;Man;Disgust;Normal;Dogs are sitting by the door;1;03-01-07-01-02-01-09.wav;76517;3.47015873015873;0.0031604874;9999.831
527;Actor_09;Man;Disgust;Normal;Dogs are sitting by the door;2;03-01-07-01-02-02-09.wav;75045;3.4034013605442177;0.0076420405;9999.996
528;Actor_09;Man;Disgust;Strong;Kids are talking by the door;1;03-01-07-02-01-01-09.wav;80196;3.637006802721088;0.0038293235;9999.981
529;Actor_09;Man;Disgust;Strong;Kids are talking by the door;2;03-01-07-02-01-02-09.wav;77988;3.53687074829932;0.006425426;9999.8
530;Actor_09;Man;Disgust;Strong;Dogs are sitting by the door;1;03-01-07-02-02-01-09.wav;78724;3.570249433106576;0.008147609;9999.861
531;Actor_09;Man;Disgust;Strong;Dogs are sitting by the door;2;03-01-07-02-02-02-09.wav;79460;3.603628117913832;0.005401133;9999.922
532;Actor_09;Man;Surprised;Normal;Kids are talking by the door;1;03-01-08-01-01-01-09.wav;67688;3.069750566893424;0.0052451068;9999.835
533;Actor_09;Man;Surprised;Normal;Kids are talking by the door;2;03-01-08-01-01-02-09.wav;73574;3.336689342403628;0.005845491;10000.032
534;Actor_09;Man;Surprised;Normal;Dogs are sitting by the door;1;03-01-08-01-02-01-09.wav;75781;3.436780045351474;0.0032784885;9999.768
535;Actor_09;Man;Surprised;Normal;Dogs are sitting by the door;2;03-01-08-01-02-02-09.wav;75781;3.436780045351474;0.002516567;9999.768
536;Actor_09;Man;Surprised;Strong;Kids are talking by the door;1;03-01-08-02-01-01-09.wav;72838;3.303310657596372;0.004096005;9999.968
537;Actor_09;Man;Surprised;Strong;Kids are talking by the door;2;03-01-08-02-01-02-09.wav;72103;3.2699773242630386;0.004299287;9999.764
538;Actor_09;Man;Surprised;Strong;Dogs are sitting by the door;1;03-01-08-02-02-01-09.wav;75045;3.4034013605442177;0.0025690184;9999.996
539;Actor_09;Man;Surprised;Strong;Dogs are sitting by the door;2;03-01-08-02-02-02-09.wav;75781;3.436780045351474;0.0024911838;9999.768
540;Actor_10;Woman;Neutral;Normal;Kids are talking by the door;1;03-01-01-01-01-01-10.wav;77989;3.5369160997732427;0.002735723;9999.954
541;Actor_10;Woman;Neutral;Normal;Kids are talking by the door;2;03-01-01-01-01-02-10.wav;84610;3.83718820861678;0.0048366487;10000.03
542;Actor_10;Woman;Neutral;Normal;Dogs are sitting by the door;1;03-01-01-01-02-01-10.wav;82403;3.737097505668934;0.0016151312;10000.007
543;Actor_10;Woman;Neutral;Normal;Dogs are sitting by the door;2;03-01-01-01-02-02-10.wav;80931;3.670340136054422;0.0028426794;9999.891
544;Actor_10;Woman;Calm;Normal;Kids are talking by the door;1;03-01-02-01-01-01-10.wav;78724;3.570249433106576;0.0051886453;9999.861
