;File;No. Samples;Sample Rate
516;03-01-06-01-01-01-09.wav;69895;9999.87
517;03-01-06-01-01-02-09.wav;69895;9999.87
518;03-01-06-01-02-01-09.wav;69160;9999.975
519;03-01-06-01-02-02-09.wav;69159;9999.801
520;03-01-06-02-01-01-09.wav;71367;10000.004
521;03-01-06-02-01-02-09.wav;72103;9999.764
522;03-01-06-02-02-01-09.wav;71367;10000.004
523;03-01-06-02-02-02-09.wav;71367;10000.004
524;03-01-07-01-01-01-09.wav;75045;9999.996
525;03-01-07-01-01-02-09.wav;77253;9999.894
526;03-01-07-01-02-01-09.wav;76517;9999.831
527;03-01-07-01-02-02-09.wav;75045;9999.996
528;03-01-07-02-01-01-09.wav;80196;9999.981
529;03-01-07-02-01-02-09.wav;77988;9999.8
530;03-01-07-02-02-01-09.wav;78724;9999.861
531;03-01-07-02-02-02-09.wav;79460;9999.922
532;03-01-08-01-01-01-09.wav;67688;9999.835
533;03-01-08-01-01-02-09.wav;73574;10000.032
534;03-01-08-01-02-01-09.wav;75781;9999.768
535;03-01-08-01-02-02-09.wav;75781;9999.768
536;03-01-08-02-01-01-09.wav;72838;9999.968
537;03-01-08-02-01-02-09.wav;72103;9999.764
538;03-01-08-02-02-01-09.wav;75045;9999.996
539;03-01-08-02-02-02-09.wav;75781;9999.768
540;03-01-01-01-01-01-10.wav;77989;9999.954
541;03-01-01-01-01-02-10.wav;84610;10000.03
542;03-01-01-01-02-01-10.wav;82403;10000.007
543;03-01-01-01-02-02-10.wav;80931;9999.891
544;03-01-02-01-01-01-10.wav;78724;9999.861
545;03-01-02-01-01-02-10.wav;79460;9999.922
546;03-01-02-01-02-01-10.wav;80195;9999.831
547;03-01-02-01-02-02-10.wav;81667;9999.949
548;03-01-02-02-01-01-10.wav;82403;10000.007
549;03-01-02-02-01-02-10.wav;82403;10000.007
550;03-01-02-02-02-01-10.wav;83874;9999.975
551;03-01-02-02-02-02-10.wav;84610;10000.03
552;03-01-03-01-01-01-10.wav;77253;9999.894
553;03-01-03-01-01-02-10.wav;76517;9999.831
554;03-01-03-01-02-01-10.wav;72838;9999.968
555;03-01-03-01-02-02-10.wav;73574;10000.032
556;03-01-03-02-01-01-10.wav;84610;10000.03
557;03-01-03-02-01-02-10.wav;77253;9999.894
558;03-01-03-02-02-01-10.wav;82403;10000.007
559;03-01-03-02-02-02-10.wav;87553;9999.8545
560;03-01-04-01-01-01-10.wav;72838;9999.968
561;03-01-04-01-01-02-10.wav;76517;9999.831
562;03-01-04-01-02-01-10.wav;77989;9999.954
563;03-01-04-01-02-02-10.wav;83874;9999.975
564;03-01-04-02-01-01-10.wav;77253;9999.894
565;03-01-04-02-01-02-10.wav;78724;9999.861
566;03-01-04-02-02-01-10.wav;80931;9999.891
567;03-01-04-02-02-02-10.wav;78724;9999.861
568;03-01-05-01-01-01-10.wav;86081;9999.999
569;03-01-05-01-01-02-10.wav;88289;9999.909
570;03-01-05-01-02-01-10.wav;90496;9999.935
571;03-01-05-01-02-02-10.wav;91232;9999.986
572;03-01-05-02-01-01-10.wav;91967;9999.906
573;03-01-05-02-01-02-10.wav;98589;9999.874
574;03-01-05-02-02-01-10.wav;85345;9999.944
575;03-01-05-02-02-02-10.wav;91231;9999.8545
576;03-01-06-01-01-01-10.wav;75046;9999.862
577;03-01-06-01-01-02-10.wav;72839;9999.83
578;03-01-06-01-02-01-10.wav;77988;9999.8
579;03-01-06-01-02-02-10.wav;75781;9999.768
580;03-01-06-02-01-01-10.wav;77253;9999.894
581;03-01-06-02-01-02-10.wav;81667;9999.949
582;03-01-06-02-02-01-10.wav;83874;9999.975
583;03-01-06-02-02-02-10.wav;85346;9999.827
584;03-01-07-01-01-01-10.wav;81667;9999.949
585;03-01-07-01-01-02-10.wav;92703;9999.958
586;03-01-07-01-02-01-10.wav;85346;9999.827
587;03-01-07-01-02-02-10.wav;94175;9999.824
588;03-01-07-02-01-01-10.wav;103003;9999.919
589;03-01-07-02-01-02-10.wav;100061;9999.97
590;03-01-07-02-02-01-10.wav;92703;9999.958
591;03-01-07-02-02-02-10.wav;107418;9999.867
592;03-01-08-01-01-01-10.wav;71367;10000.004
593;03-01-08-01-01-02-10.wav;75046;9999.862
594;03-01-08-01-02-01-10.wav;77253;9999.894
595;03-01-08-01-02-02-10.wav;76517;9999.831
596;03-01-08-02-01-01-10.wav;77253;9999.894
597;03-01-08-02-01-02-10.wav;75045;9999.996
598;03-01-08-02-02-01-10.wav;80195;9999.831
599;03-01-08-02-02-02-10.wav;77253;9999.894
600;03-01-01-01-01-01-11.wav;69160;9999.975
601;03-01-01-01-01-02-11.wav;68424;9999.905
602;03-01-01-01-02-01-11.wav;70631;9999.9375
603;03-01-01-01-02-02-11.wav;69895;9999.87
604;03-01-02-01-01-01-11.wav;72102;9999.902
605;03-01-02-01-01-02-11.wav;73574;10000.032
606;03-01-02-01-02-01-11.wav;73574;10000.032
607;03-01-02-01-02-02-11.wav;80931;9999.891
608;03-01-02-02-01-01-11.wav;84610;10000.03
609;03-01-02-02-01-02-11.wav;82403;10000.007
610;03-01-02-02-02-01-11.wav;83139;9999.798
611;03-01-02-02-02-02-11.wav;84610;10000.03
612;03-01-03-01-01-01-11.wav;68424;9999.905
613;03-01-03-01-01-02-11.wav;70631;9999.9375
614;03-01-03-01-02-01-11.wav;69895;9999.87
615;03-01-03-01-02-02-11.wav;71367;10000.004
616;03-01-03-02-01-01-11.wav;89025;9999.963
617;03-01-03-02-01-02-11.wav;80196;9999.981
618;03-01-03-02-02-01-11.wav;85345;9999.944
619;03-01-03-02-02-02-11.wav;77253;9999.894
620;03-01-04-01-01-01-11.wav;73574;10000.032
621;03-01-04-01-01-02-11.wav;79460;9999.922
622;03-01-04-01-02-01-11.wav;77988;9999.8
623;03-01-04-01-02-02-11.wav;75781;9999.768
624;03-01-04-02-01-01-11.wav;73574;10000.032
625;03-01-04-02-01-02-11.wav;79460;9999.922
626;03-01-04-02-02-01-11.wav;74310;9999.798
627;03-01-04-02-02-02-11.wav;73574;10000.032
628;03-01-05-01-01-01-11.wav;79460;9999.922
629;03-01-05-01-01-02-11.wav;76517;9999.831
630;03-01-05-01-02-01-11.wav;76517;9999.831
631;03-01-05-01-02-02-11.wav;82403;10000.007
632;03-01-05-02-01-01-11.wav;77989;9999.954
633;03-01-05-02-01-02-11.wav;87553;9999.8545
634;03-01-05-02-02-01-11.wav;86817;9999.8
635;03-01-05-02-02-02-11.wav;83139;9999.798
636;03-01-06-01-01-01-11.wav;76517;9999.831
637;03-01-06-01-01-02-11.wav;77253;9999.894
638;03-01-06-01-02-01-11.wav;69895;9999.87
639;03-01-06-01-02-02-11.wav;70631;9999.9375
640;03-01-06-02-01-01-11.wav;70631;9999.9375
641;03-01-06-02-01-02-11.wav;70631;9999.9375
642;03-01-06-02-02-01-11.wav;67688;9999.835
643;03-01-06-02-02-02-11.wav;69159;9999.801
644;03-01-07-01-01-01-11.wav;80931;9999.891
645;03-01-07-01-01-02-11.wav;79460;9999.922
646;03-01-07-01-02-01-11.wav;76517;9999.831
647;03-01-07-01-02-02-11.wav;80931;9999.891
648;03-01-07-02-01-01-11.wav;83875;9999.855
649;03-01-07-02-01-02-11.wav;83875;9999.855
650;03-01-07-02-02-01-11.wav;82403;10000.007
651;03-01-07-02-02-02-11.wav;82403;10000.007
652;03-01-08-01-01-01-11.wav;67688;9999.835
653;03-01-08-01-01-02-11.wav;69159;9999.801
654;03-01-08-01-02-01-11.wav;69895;9999.87
655;03-01-08-01-02-02-11.wav;65481;9999.799
656;03-01-08-02-01-01-11.wav;67688;9999.835
657;03-01-08-02-01-02-11.wav;68424;9999.905
658;03-01-08-02-02-01-11.wav;67688;9999.835
659;03-01-08-02-02-02-11.wav;67688;9999.835
660;03-01-01-01-01-01-12.wav;80195;9999.831
661;03-01-01-01-01-02-12.wav;77989;9999.954
662;03-01-01-01-02-01-12.wav;79460;9999.922
663;03-01-01-01-02-02-12.wav;80196;9999.981
664;03-01-02-01-01-01-12.wav;85345;9999.944
665;03-01-02-01-01-02-12.wav;83138;9999.918
666;03-01-02-01-02-01-12.wav;83139;9999.798
667;03-01-02-01-02-02-12.wav;80931;9999.891
668;03-01-02-02-01-01-12.wav;87553;9999.8545
669;03-01-02-02-01-02-12.wav;83139;9999.798
670;03-01-02-02-02-01-12.wav;82403;10000.007
671;03-01-02-02-02-02-12.wav;83875;9999.855
672;03-01-03-01-01-01-12.wav;81667;9999.949
673;03-01-03-01-01-02-12.wav;82403;10000.007
674;03-01-03-01-02-01-12.wav;77253;9999.894
675;03-01-03-01-02-02-12.wav;82403;10000.007
676;03-01-03-02-01-01-12.wav;92703;9999.958
677;03-01-03-02-01-02-12.wav;91231;9999.8545
678;03-01-03-02-02-01-12.wav;86082;9999.883
679;03-01-03-02-02-02-12.wav;87553;9999.8545
680;03-01-04-01-01-01-12.wav;80931;9999.891
681;03-01-04-01-01-02-12.wav;79460;9999.922
682;03-01-04-01-02-01-12.wav;80931;9999.891
683;03-01-04-01-02-02-12.wav;78724;9999.861
684;03-01-04-02-01-01-12.wav;85345;9999.944
685;03-01-04-02-01-02-12.wav;83139;9999.798
686;03-01-04-02-02-01-12.wav;83874;9999.975
687;03-01-04-02-02-02-12.wav;85346;9999.827
688;03-01-05-01-01-01-12.wav;94175;9999.824
689;03-01-05-01-01-02-12.wav;87553;9999.8545
690;03-01-05-01-02-01-12.wav;82403;10000.007
691;03-01-05-01-02-02-12.wav;91231;9999.8545
692;03-01-05-02-01-01-12.wav;80195;9999.831
693;03-01-05-02-01-02-12.wav;80931;9999.891
694;03-01-05-02-02-01-12.wav;83875;9999.855
695;03-01-05-02-02-02-12.wav;84610;10000.03
696;03-01-06-01-01-01-12.wav;75046;9999.862
697;03-01-06-01-01-02-12.wav;77253;9999.894
698;03-01-06-01-02-01-12.wav;74309;9999.933
699;03-01-06-01-02-02-12.wav;70631;9999.9375
700;03-01-06-02-01-01-12.wav;82403;10000.007
701;03-01-06-02-01-02-12.wav;81667;9999.949
702;03-01-06-02-02-01-12.wav;76517;9999.831
703;03-01-06-02-02-02-12.wav;80931;9999.891
704;03-01-07-01-01-01-12.wav;82403;10000.007
705;03-01-07-01-01-02-12.wav;81667;9999.949
706;03-01-07-01-02-01-12.wav;79460;9999.922
707;03-01-07-01-02-02-12.wav;81667;9999.949
708;03-01-07-02-01-01-12.wav;87553;9999.8545
709;03-01-07-02-01-02-12.wav;100060;9999.849
710;03-01-07-02-02-01-12.wav;92703;9999.958
711;03-01-07-02-02-02-12.wav;87553;9999.8545
712;03-01-08-01-01-01-12.wav;77989;9999.954
713;03-01-08-01-01-02-12.wav;80195;9999.831
714;03-01-08-01-02-01-12.wav;77253;9999.894
715;03-01-08-01-02-02-12.wav;79460;9999.922
716;03-01-08-02-01-01-12.wav;81667;9999.949
717;03-01-08-02-01-02-12.wav;82403;10000.007
718;03-01-08-02-02-01-12.wav;82403;10000.007
719;03-01-08-02-02-02-12.wav;80931;9999.891
720;03-01-01-01-01-01-13.wav;69895;9999.87
721;03-01-01-01-01-02-13.wav;70631;9999.9375
722;03-01-01-01-02-01-13.wav;67688;9999.835
723;03-01-01-01-02-02-13.wav;69159;9999.801
724;03-01-02-01-01-01-13.wav;72838;9999.968
725;03-01-02-01-01-02-13.wav;69895;9999.87
726;03-01-02-01-02-01-13.wav;69159;9999.801
727;03-01-02-01-02-02-13.wav;64745;10000.064
728;03-01-02-02-01-01-13.wav;69160;9999.975
729;03-01-02-02-01-02-13.wav;70631;9999.9375
730;03-01-02-02-02-01-13.wav;66217;9999.872
731;03-01-02-02-02-02-13.wav;66952;9999.764
732;03-01-03-01-01-01-13.wav;71367;10000.004
733;03-01-03-01-01-02-13.wav;70631;9999.9375
734;03-01-03-01-02-01-13.wav;69160;9999.975
735;03-01-03-01-02-02-13.wav;70631;9999.9375
736;03-01-03-02-01-01-13.wav;75781;9999.768
737;03-01-03-02-01-02-13.wav;79460;9999.922
738;03-01-03-02-02-01-13.wav;74309;9999.933
739;03-01-03-02-02-02-13.wav;73574;10000.032
740;03-01-04-01-01-01-13.wav;78724;9999.861
741;03-01-04-01-01-02-13.wav;77988;9999.8
742;03-01-04-01-02-01-13.wav;75781;9999.768
743;03-01-04-01-02-02-13.wav;74310;9999.798
744;03-01-04-02-01-01-13.wav;73574;10000.032
745;03-01-04-02-01-02-13.wav;72838;9999.968
746;03-01-04-02-02-01-13.wav;75781;9999.768
747;03-01-04-02-02-02-13.wav;70631;9999.9375
748;03-01-05-01-01-01-13.wav;75781;9999.768
749;03-01-05-01-01-02-13.wav;77988;9999.8
750;03-01-05-01-02-01-13.wav;79460;9999.922
751;03-01-05-01-02-02-13.wav;74309;9999.933
752;03-01-05-02-01-01-13.wav;80931;9999.891
753;03-01-05-02-01-02-13.wav;94175;9999.824
754;03-01-05-02-02-01-13.wav;78724;9999.861
755;03-01-05-02-02-02-13.wav;91967;9999.906
756;03-01-06-01-01-01-13.wav;69160;9999.975
757;03-01-06-01-01-02-13.wav;69895;9999.87
758;03-01-06-01-02-01-13.wav;70631;9999.9375
759;03-01-06-01-02-02-13.wav;71367;10000.004
760;03-01-06-02-01-01-13.wav;74310;9999.798
761;03-01-06-02-01-02-13.wav;72103;9999.764
762;03-01-06-02-02-01-13.wav;77253;9999.894
763;03-01-06-02-02-02-13.wav;70631;9999.9375
764;03-01-07-01-01-01-13.wav;69159;9999.801
765;03-01-07-01-01-02-13.wav;69895;9999.87
766;03-01-07-01-02-01-13.wav;72103;9999.764
767;03-01-07-01-02-02-13.wav;71367;10000.004
768;03-01-07-02-01-01-13.wav;75045;9999.996
769;03-01-07-02-01-02-13.wav;81667;9999.949
770;03-01-07-02-02-01-13.wav;75045;9999.996
771;03-01-07-02-02-02-13.wav;75781;9999.768
772;03-01-08-01-01-01-13.wav;75045;9999.996
773;03-01-08-01-01-02-13.wav;69159;9999.801
774;03-01-08-01-02-01-13.wav;69160;9999.975
775;03-01-08-01-02-02-13.wav;66953;9999.943
776;03-01-08-02-01-01-13.wav;73574;10000.032
777;03-01-08-02-01-02-13.wav;72838;9999.968
778;03-01-08-02-02-01-13.wav;73574;10000.032
779;03-01-08-02-02-02-13.wav;72838;9999.968
780;03-01-01-01-01-01-14.wav;76517;9999.831
781;03-01-01-01-01-02-14.wav;73574;10000.032
782;03-01-01-01-02-01-14.wav;76517;9999.831
783;03-01-01-01-02-02-14.wav;78724;9999.861
784;03-01-02-01-01-01-14.wav;82403;10000.007
785;03-01-02-01-01-02-14.wav;78724;9999.861
786;03-01-02-01-02-01-14.wav;75046;9999.862
787;03-01-02-01-02-02-14.wav;77253;9999.894
788;03-01-02-02-01-01-14.wav;85345;9999.944
789;03-01-02-02-01-02-14.wav;86081;9999.999
790;03-01-02-02-02-01-14.wav;82403;10000.007
791;03-01-02-02-02-02-14.wav;83139;9999.798
792;03-01-03-01-01-01-14.wav;81667;9999.949
793;03-01-03-01-01-02-14.wav;80931;9999.891
794;03-01-03-01-02-01-14.wav;75045;9999.996
795;03-01-03-01-02-02-14.wav;76517;9999.831
796;03-01-03-02-01-01-14.wav;83138;9999.918
797;03-01-03-02-01-02-14.wav;82403;10000.007
798;03-01-03-02-02-01-14.wav;84610;10000.03
799;03-01-03-02-02-02-14.wav;82403;10000.007
800;03-01-04-01-01-01-14.wav;82403;10000.007
801;03-01-04-01-01-02-14.wav;79460;9999.922
802;03-01-04-01-02-01-14.wav;79460;9999.922
803;03-01-04-01-02-02-14.wav;77989;9999.954
804;03-01-04-02-01-01-14.wav;85345;9999.944
805;03-01-04-02-01-02-14.wav;80931;9999.891
806;03-01-04-02-02-01-14.wav;80931;9999.891
807;03-01-04-02-02-02-14.wav;86082;9999.883
808;03-01-05-01-01-01-14.wav;79460;9999.922
809;03-01-05-01-01-02-14.wav;81667;9999.949
810;03-01-05-01-02-01-14.wav;82403;10000.007
811;03-01-05-01-02-02-14.wav;86082;9999.883
812;03-01-05-02-01-01-14.wav;94175;9999.824
813;03-01-05-02-01-02-14.wav;96382;9999.85
814;03-01-05-02-02-01-14.wav;91967;9999.906
815;03-01-05-02-02-02-14.wav;97118;9999.899
816;03-01-06-01-01-01-14.wav;74309;9999.933
817;03-01-06-01-01-02-14.wav;78724;9999.861
818;03-01-06-01-02-01-14.wav;74310;9999.798
819;03-01-06-01-02-02-14.wav;74309;9999.933
820;03-01-06-02-01-01-14.wav;74309;9999.933
821;03-01-06-02-01-02-14.wav;75045;9999.996
822;03-01-06-02-02-01-14.wav;77253;9999.894
823;03-01-06-02-02-02-14.wav;76517;9999.831
824;03-01-07-01-01-01-14.wav;83138;9999.918
825;03-01-07-01-01-02-14.wav;80195;9999.831
826;03-01-07-01-02-01-14.wav;82403;10000.007
827;03-01-07-01-02-02-14.wav;83139;9999.798
828;03-01-07-02-01-01-14.wav;86817;9999.8
829;03-01-07-02-01-02-14.wav;82403;10000.007
830;03-01-07-02-02-01-14.wav;80931;9999.891
831;03-01-07-02-02-02-14.wav;83874;9999.975
832;03-01-08-01-01-01-14.wav;80196;9999.981
833;03-01-08-01-01-02-14.wav;78725;10000.015
834;03-01-08-01-02-01-14.wav;70631;9999.9375
835;03-01-08-01-02-02-14.wav;72838;9999.968
836;03-01-08-02-01-01-14.wav;87553;9999.8545
837;03-01-08-02-01-02-14.wav;81667;9999.949
838;03-01-08-02-02-01-14.wav;81667;9999.949
839;03-01-08-02-02-02-14.wav;82403;10000.007
840;03-01-01-01-01-01-15.wav;74310;9999.798
841;03-01-01-01-01-02-15.wav;75781;9999.768
842;03-01-01-01-02-01-15.wav;75781;9999.768
843;03-01-01-01-02-02-15.wav;75045;9999.996
844;03-01-02-01-01-01-15.wav;78725;10000.015
845;03-01-02-01-01-02-15.wav;78724;9999.861
846;03-01-02-01-02-01-15.wav;82403;10000.007
847;03-01-02-01-02-02-15.wav;78724;9999.861
848;03-01-02-02-01-01-15.wav;80931;9999.891
849;03-01-02-02-01-02-15.wav;83875;9999.855
850;03-01-02-02-02-01-15.wav;86817;9999.8
851;03-01-02-02-02-02-15.wav;79460;9999.922
852;03-01-03-01-01-01-15.wav;75045;9999.996
853;03-01-03-01-01-02-15.wav;73574;10000.032
854;03-01-03-01-02-01-15.wav;73574;10000.032
855;03-01-03-01-02-02-15.wav;75781;9999.768
856;03-01-03-02-01-01-15.wav;78724;9999.861
857;03-01-03-02-01-02-15.wav;76517;9999.831
858;03-01-03-02-02-01-15.wav;83874;9999.975
859;03-01-03-02-02-02-15.wav;74310;9999.798
860;03-01-04-01-01-01-15.wav;77253;9999.894
861;03-01-04-01-01-02-15.wav;72838;9999.968
862;03-01-04-01-02-01-15.wav;72839;9999.83
863;03-01-04-01-02-02-15.wav;74309;9999.933
864;03-01-04-02-01-01-15.wav;72102;9999.902
865;03-01-04-02-01-02-15.wav;75045;9999.996
866;03-01-04-02-02-01-15.wav;77989;9999.954
867;03-01-04-02-02-02-15.wav;75781;9999.768
868;03-01-05-01-01-01-15.wav;80196;9999.981
869;03-01-05-01-01-02-15.wav;79460;9999.922
870;03-01-05-01-02-01-15.wav;81667;9999.949
871;03-01-05-01-02-02-15.wav;77989;9999.954
872;03-01-05-02-01-01-15.wav;77989;9999.954
873;03-01-05-02-01-02-15.wav;82403;10000.007
874;03-01-05-02-02-01-15.wav;76517;9999.831
875;03-01-05-02-02-02-15.wav;79460;9999.922
876;03-01-06-01-01-01-15.wav;72838;9999.968
877;03-01-06-01-01-02-15.wav;72839;9999.83
878;03-01-06-01-02-01-15.wav;72103;9999.764
879;03-01-06-01-02-02-15.wav;72838;9999.968
880;03-01-06-02-01-01-15.wav;73574;10000.032
881;03-01-06-02-01-02-15.wav;76517;9999.831
882;03-01-06-02-02-01-15.wav;74309;9999.933
883;03-01-06-02-02-02-15.wav;77253;9999.894
884;03-01-07-01-01-01-15.wav;82403;10000.007
885;03-01-07-01-01-02-15.wav;80195;9999.831
886;03-01-07-01-02-01-15.wav;80931;9999.891
887;03-01-07-01-02-02-15.wav;89760;9999.882
888;03-01-07-02-01-01-15.wav;81667;9999.949
889;03-01-07-02-01-02-15.wav;74310;9999.798
890;03-01-07-02-02-01-15.wav;72839;9999.83
891;03-01-07-02-02-02-15.wav;76517;9999.831
892;03-01-08-01-01-01-15.wav;80196;9999.981
893;03-01-08-01-01-02-15.wav;75781;9999.768
894;03-01-08-01-02-01-15.wav;81667;9999.949
895;03-01-08-01-02-02-15.wav;74310;9999.798
896;03-01-08-02-01-01-15.wav;74309;9999.933
897;03-01-08-02-01-02-15.wav;72838;9999.968
898;03-01-08-02-02-01-15.wav;70631;9999.9375
899;03-01-08-02-02-02-15.wav;73574;10000.032
900;03-01-01-01-01-01-16.wav;82403;10000.007
901;03-01-01-01-01-02-16.wav;82403;10000.007
902;03-01-01-01-02-01-16.wav;79460;9999.922
903;03-01-01-01-02-02-16.wav;78724;9999.861
904;03-01-02-01-01-01-16.wav;81667;9999.949
905;03-01-02-01-01-02-16.wav;85345;9999.944
906;03-01-02-01-02-01-16.wav;83874;9999.975
907;03-01-02-01-02-02-16.wav;80931;9999.891
908;03-01-02-02-01-01-16.wav;85345;9999.944
909;03-01-02-02-01-02-16.wav;86817;9999.8
910;03-01-02-02-02-01-16.wav;83875;9999.855
911;03-01-02-02-02-02-16.wav;83874;9999.975
912;03-01-03-01-01-01-16.wav;81667;9999.949
913;03-01-03-01-01-02-16.wav;80931;9999.891
914;03-01-03-01-02-01-16.wav;82403;10000.007
915;03-01-03-01-02-02-16.wav;80931;9999.891
916;03-01-03-02-01-01-16.wav;83139;9999.798
917;03-01-03-02-01-02-16.wav;78724;9999.861
918;03-01-03-02-02-01-16.wav;83138;9999.918
919;03-01-03-02-02-02-16.wav;83875;9999.855
920;03-01-04-01-01-01-16.wav;78724;9999.861
921;03-01-04-01-01-02-16.wav;80195;9999.831
922;03-01-04-01-02-01-16.wav;75046;9999.862
923;03-01-04-01-02-02-16.wav;77253;9999.894
924;03-01-04-02-01-01-16.wav;82403;10000.007
925;03-01-04-02-01-02-16.wav;83875;9999.855
926;03-01-04-02-02-01-16.wav;85346;9999.827
927;03-01-04-02-02-02-16.wav;82403;10000.007
928;03-01-05-01-01-01-16.wav;87553;9999.8545
929;03-01-05-01-01-02-16.wav;88289;9999.909
930;03-01-05-01-02-01-16.wav;86081;9999.999
931;03-01-05-01-02-02-16.wav;86081;9999.999
932;03-01-05-02-01-01-16.wav;87553;9999.8545
933;03-01-05-02-01-02-16.wav;82403;10000.007
934;03-01-05-02-02-01-16.wav;83874;9999.975
935;03-01-05-02-02-02-16.wav;89761;10000.016
936;03-01-06-01-01-01-16.wav;81667;9999.949
937;03-01-06-01-01-02-16.wav;77253;9999.894
938;03-01-06-01-02-01-16.wav;80195;9999.831
939;03-01-06-01-02-02-16.wav;78724;9999.861
940;03-01-06-02-01-01-16.wav;82403;10000.007
941;03-01-06-02-01-02-16.wav;82403;10000.007
942;03-01-06-02-02-01-16.wav;77988;9999.8
943;03-01-06-02-02-02-16.wav;77253;9999.894
944;03-01-07-01-01-01-16.wav;83139;9999.798
945;03-01-07-01-01-02-16.wav;82403;10000.007
946;03-01-07-01-02-01-16.wav;76517;9999.831
947;03-01-07-01-02-02-16.wav;78724;9999.861
948;03-01-07-02-01-01-16.wav;94174;9999.931
949;03-01-07-02-01-02-16.wav;93439;10000.009
950;03-01-07-02-02-01-16.wav;91231;9999.8545
951;03-01-07-02-02-02-16.wav;91232;9999.986
952;03-01-08-01-01-01-16.wav;77989;9999.954
953;03-01-08-01-01-02-16.wav;75781;9999.768
954;03-01-08-01-02-01-16.wav;77253;9999.894
955;03-01-08-01-02-02-16.wav;75781;9999.768
956;03-01-08-02-01-01-16.wav;77989;9999.954
957;03-01-08-02-01-02-16.wav;77988;9999.8
958;03-01-08-02-02-01-16.wav;78725;10000.015
959;03-01-08-02-02-02-16.wav;78724;9999.861
960;03-01-01-01-01-01-17.wav;84610;10000.03
961;03-01-01-01-01-02-17.wav;77253;9999.894
962;03-01-01-01-02-01-17.wav;77253;9999.894
963;03-01-01-01-02-02-17.wav;76517;9999.831
964;03-01-02-01-01-01-17.wav;77253;9999.894
965;03-01-02-01-01-02-17.wav;77989;9999.954
966;03-01-02-01-02-01-17.wav;82403;10000.007
967;03-01-02-01-02-02-17.wav;83139;9999.798
968;03-01-02-02-01-01-17.wav;85346;9999.827
969;03-01-02-02-01-02-17.wav;79460;9999.922
970;03-01-02-02-02-01-17.wav;84610;10000.03
971;03-01-02-02-02-02-17.wav;77989;9999.954
972;03-01-03-01-01-01-17.wav;76517;9999.831
973;03-01-03-01-01-02-17.wav;77989;9999.954
974;03-01-03-01-02-01-17.wav;76517;9999.831
975;03-01-03-01-02-02-17.wav;77988;9999.8
976;03-01-03-02-01-01-17.wav;82403;10000.007
977;03-01-03-02-01-02-17.wav;90496;9999.935
978;03-01-03-02-02-01-17.wav;82403;10000.007
979;03-01-03-02-02-02-17.wav;83874;9999.975
980;03-01-04-01-01-01-17.wav;80931;9999.891
981;03-01-04-01-01-02-17.wav;77253;9999.894
982;03-01-04-01-02-01-17.wav;78724;9999.861
983;03-01-04-01-02-02-17.wav;79460;9999.922
984;03-01-04-02-01-01-17.wav;80931;9999.891
985;03-01-04-02-01-02-17.wav;81667;9999.949
986;03-01-04-02-02-01-17.wav;79460;9999.922
987;03-01-04-02-02-02-17.wav;78724;9999.861
988;03-01-05-01-01-01-17.wav;76517;9999.831
989;03-01-05-01-01-02-17.wav;81667;9999.949
990;03-01-05-01-02-01-17.wav;79460;9999.922
991;03-01-05-01-02-02-17.wav;77989;9999.954
992;03-01-05-02-01-01-17.wav;77253;9999.894
993;03-01-05-02-01-02-17.wav;82403;10000.007
994;03-01-05-02-02-01-17.wav;80196;9999.981
995;03-01-05-02-02-02-17.wav;83875;9999.855
996;03-01-06-01-01-01-17.wav;76517;9999.831
997;03-01-06-01-01-02-17.wav;77253;9999.894
998;03-01-06-01-02-01-17.wav;77989;9999.954
999;03-01-06-01-02-02-17.wav;80195;9999.831
1000;03-01-06-02-01-01-17.wav;81667;9999.949
1001;03-01-06-02-01-02-17.wav;82403;10000.007
1002;03-01-06-02-02-01-17.wav;80931;9999.891
1003;03-01-06-02-02-02-17.wav;84610;10000.03
1004;03-01-07-01-01-01-17.wav;84610;10000.03
1005;03-01-07-01-01-02-17.wav;81667;9999.949
1006;03-01-07-01-02-01-17.wav;78724;9999.861
1007;03-01-07-01-02-02-17.wav;77253;9999.894
1008;03-01-07-02-01-01-17.wav;92703;9999.958
1009;03-01-07-02-01-02-17.wav;91967;9999.906
1010;03-01-07-02-02-01-17.wav;98589;9999.874
1011;03-01-07-02-02-02-17.wav;101532;9999.944
1012;03-01-08-01-01-01-17.wav;75045;9999.996
1013;03-01-08-01-01-02-17.wav;80195;9999.831
1014;03-01-08-01-02-01-17.wav;74310;9999.798
1015;03-01-08-01-02-02-17.wav;75781;9999.768
1016;03-01-08-02-01-01-17.wav;77989;9999.954
1017;03-01-08-02-01-02-17.wav;80931;9999.891
1018;03-01-08-02-02-01-17.wav;75781;9999.768
1019;03-01-08-02-02-02-17.wav;77988;9999.8
1020;03-01-01-01-01-01-18.wav;76517;9999.831
1021;03-01-01-01-01-02-18.wav;77989;9999.954
1022;03-01-01-01-02-01-18.wav;76517;9999.831
1023;03-01-01-01-02-02-18.wav;76517;9999.831
1024;03-01-02-01-01-01-18.wav;76517;9999.831
1025;03-01-02-01-01-02-18.wav;75046;9999.862
1026;03-01-02-01-02-01-18.wav;80196;9999.981
1027;03-01-02-01-02-02-18.wav;77253;9999.894
1028;03-01-02-02-01-01-18.wav;79460;9999.922
1029;03-01-02-02-01-02-18.wav;79460;9999.922
1030;03-01-02-02-02-01-18.wav;79460;9999.922
